ticker,column,overlap_rows,compared_rows,different_rows,max_abs_diff
TUREX.IS,dividends,0,0,0,
TUREX.IS,stock_splits,0,0,0,
TURSG.IS,open,0,0,0,
TURSG.IS,high,0,0,0,
TURSG.IS,low,0,0,0,
TURSG.IS,close,0,0,0,
TURSG.IS,adj_close,0,0,0,
TURSG.IS,volume,0,0,0,
TURSG.IS,dividends,0,0,0,
TURSG.IS,stock_splits,0,0,0,
ULKER.IS,open,0,0,0,
ULKER.IS,high,0,0,0,
ULKER.IS,low,0,0,0,
ULKER.IS,close,0,0,0,
ULKER.IS,adj_close,0,0,0,
ULKER.IS,volume,0,0,0,
ULKER.IS,dividends,0,0,0,
ULKER.IS,stock_splits,0,0,0,
VAKBN.IS,open,0,0,0,
VAKBN.IS,high,0,0,0,
VAKBN.IS,low,0,0,0,
VAKBN.IS,close,0,0,0,
VAKBN.IS,adj_close,0,0,0,
VAKBN.IS,volume,0,0,0,
VAKBN.IS,dividends,0,0,0,
VAKBN.IS,stock_splits,0,0,0,
VESTL.IS,open,0,0,0,
VESTL.IS,high,0,0,0,
VESTL.IS,low,0,0,0,
VESTL.IS,close,0,0,0,
VESTL.IS,adj_close,0,0,0,
VESTL.IS,volume,0,0,0,
VESTL.IS,dividends,0,0,0,
VESTL.IS,stock_splits,0,0,0,
XU100.IS,open,0,0,0,
XU100.IS,high,0,0,0,
XU100.IS,low,0,0,0,
XU100.IS,close,0,0,0,
XU100.IS,adj_close,0,0,0,
XU100.IS,volume,0,0,0,
XU100.IS,dividends,0,0,0,
XU100.IS,stock_splits,0,0,0,
YKBNK.IS,open,0,0,0,
YKBNK.IS,high,0,0,0,
YKBNK.IS,low,0,0,0,
YKBNK.IS,close,0,0,0,
YKBNK.IS,adj_close,0,0,0,
YKBNK.IS,volume,0,0,0,
YKBNK.IS,dividends,0,0,0,
YKBNK.IS,stock_splits,0,0,0,
