outer_fold,architecture,case,k,cost_bps,delay_sessions,capital_try,adv_limit_pct,target_family,horizon_sessions,train_observations,net_return,cagr,sharpe,daily_maxdd,worst_day,daily_observations,mean_turnover_two_sided,total_turnover_two_sided,attempted_trades,filled_trades,unfilled_trades,fill_rate,terminal_liquidation_cost_try,mean_cash_weight,mean_holdings,adv_missing_checks,order_adv_median,order_adv_p90,order_adv_p95,order_adv_max,order_adv_gt_10pct
O1,LGBM_REGRESSION,K_SENSITIVITY,15,50,0,1000000,0.1,VOL_SCALED,40,715,1.5749192125621936,2.7589716543289424,4.842698887106712,-0.10446410174578191,-0.08909996339732851,180,1.294237648754522,5.176950595018088,69,69,0,1.0,12925.917736317528,0.002573456343779169,15.0,0,0.00029926853171027184,0.0020345025987856297,0.002699968055353689,0.004479953959737555,0.0
O1,LGBM_REGRESSION,K_SENSITIVITY,15,100,0,1000000,0.1,VOL_SCALED,40,715,1.5024879200753052,2.6117758156050126,4.7118896116302675,-0.10433019959014589,-0.08863352879720754,180,1.286586078654342,5.146344314617368,69,69,0,1.0,25222.697592552107,0.00526672663169811,15.0,0,0.00029624561724855196,0.0020057883084597756,0.002634260837758445,0.004406631782263069,0.0
O1,LGBM_REGRESSION,K_SENSITIVITY,20,0,0,1000000,0.1,VOL_SCALED,40,715,1.7977513497030873,3.222141261069665,5.443911443311899,-0.09097065014407879,-0.0891865305545646,180,1.1612723313414604,4.645089325365841,86,86,0,1.0,0.0,5.55751735543506e-17,20.0,0,0.00020497594722563211,0.0017144479538620816,0.0022677986222348883,0.006173786663485161,0.0
O1,LGBM_REGRESSION,K_SENSITIVITY,20,30,0,1000000,0.1,VOL_SCALED,40,715,1.7533428940645583,3.128615330910173,5.382026936197056,-0.09069848505183753,-0.0889191810509119,180,1.157005873548521,4.628023494194084,86,86,0,1.0,8277.603585204435,0.001993353836621709,20.0,0,0.00020252259691607065,0.0016944197420079262,0.002240895112463291,0.006113139738105084,0.0
O1,LGBM_REGRESSION,K_SENSITIVITY,20,50,0,1000000,0.1,VOL_SCALED,40,715,1.7241427654593235,3.0674461299258944,5.33852781639892,-0.09051432642291901,-0.08873828263768813,180,1.1541492238021278,4.616596895208511,86,86,0,1.0,13668.801589520966,0.003345910050863585,20.0,0,0.00020090106210103581,0.0016811783899124285,0.0022231178159605332,0.006072953996199939,0.0
O1,LGBM_REGRESSION,K_SENSITIVITY,20,100,0,1000000,0.1,VOL_SCALED,40,715,1.652541288016891,2.918564626028855,5.222410753295695,-0.09004439566380562,-0.08827667771842351,180,1.1469637140205526,4.5878548560822106,86,86,0,1.0,26710.55254976828,0.006811140619075482,20.0,0,0.00019734446876199102,0.0016484589379621925,0.002185913426192292,0.005973342869513348,0.0
O1,LGBM_REGRESSION,DELAY,10,50,1,1000000,0.1,VOL_SCALED,40,715,1.820820553770441,3.2709613687026975,5.076922243787467,-0.12686038419299228,-0.08937230374446914,180,1.3462086095239547,5.384834438095819,47,47,0,1.0,14164.398753692758,0.0022566838799970104,10.0,0,0.0005645320813746892,0.002502010289081586,0.0041649400915421695,0.00728105198406921,0.0
O1,LGBM_REGRESSION,DELAY,10,50,2,1000000,0.1,VOL_SCALED,40,715,2.135709544294886,3.9530208826179205,5.998794145622507,-0.12963657677981566,-0.05909137787195373,180,1.3441523950624985,5.376609580249994,47,47,0,1.0,15745.839209148526,0.002142775626900352,10.0,0,0.0006178899597664779,0.002513427871210008,0.004289591983632038,0.007983858106299743,0.0
O1,LGBM_REGRESSION,CAPACITY,10,50,0,1000000,0.05,VOL_SCALED,40,715,1.7732020384885172,3.170365460651265,4.894154389767288,-0.125021596033555,-0.0894157974215688,180,1.345895555162167,5.383582220648668,47,47,0,1.0,13925.205789963087,0.002243032951462403,10.0,0,0.0005645320813746892,0.00268962253593549,0.004061293689523927,0.006946167713417474,0.0
O1,LGBM_REGRESSION,CAPACITY,10,50,0,1000000,0.2,VOL_SCALED,40,715,1.7732020384885172,3.170365460651265,4.894154389767288,-0.125021596033555,-0.0894157974215688,180,1.345895555162167,5.383582220648668,47,47,0,1.0,13925.205789963087,0.002243032951462403,10.0,0,0.0005645320813746892,0.00268962253593549,0.004061293689523927,0.006946167713417474,0.0
