date,equity,positions,cash_weight
2021-10-13,2.2742561938631574,10,0.0
2021-10-14,2.246988080970425,10,0.0
2021-10-15,2.24564342628895,10,0.0
2021-10-18,2.2716605428325862,10,0.0
2021-10-19,2.289268726166158,10,0.0
2021-10-20,2.293700775996191,10,0.0
2021-10-21,2.328753004226253,10,0.0
2021-10-22,2.365052698319857,10,0.0
2021-10-25,2.399475338151181,10,0.0
2021-10-26,2.4523234884373046,10,0.0
2021-10-27,2.458927075805698,10,0.0
2021-10-28,2.4475791516048644,10,0.0
2021-11-01,2.4697285034019605,10,0.0
2021-11-02,2.4278690485369507,10,0.0
2021-11-03,2.4185542828999886,10,0.0
2021-11-04,2.4637224234782398,10,0.0
2021-11-05,2.4429200407781684,10,0.0
2021-11-08,2.503425668742504,10,0.0
2021-11-09,2.5066810509530266,10,0.0
2021-11-10,2.49898003688786,10,0.0
2021-11-11,2.506682026703971,10,0.0
2021-11-12,2.539133284953808,10,0.0
2021-11-15,2.6036097250499224,10,0.0
2021-11-16,2.548828511018343,10,0.0
2021-11-17,2.5865065771117997,10,0.0
2021-11-18,2.6296818417669128,10,0.0
2021-11-19,2.6725659729775795,10,0.0
2021-11-22,2.7367218087633,10,0.0
2021-11-23,2.8051676556905667,10,0.0
2021-11-24,2.879451088062367,10,0.0
2021-11-25,2.9276440247395756,10,0.0
2021-11-26,2.8698539763816417,10,0.0
2021-11-29,2.938338566545582,10,0.0
2021-11-30,2.9926752689133194,10,0.0
2021-12-01,3.0698594554937055,10,0.0
2021-12-02,3.133477794999216,10,0.0
2021-12-03,3.1774186029749862,10,0.0
2021-12-06,3.1615659147466744,10,0.0
2021-12-07,3.2581448787283427,10,0.0
2021-12-08,3.328069910529287,10,0.0
2021-12-09,3.3916349474650587,10,0.0
2021-12-10,3.3928977438849075,10,0.0
2021-12-13,3.491323835127667,10,0.0
2021-12-14,3.5720641277910556,10,0.0
2021-12-15,3.5408486331285736,10,0.0
2021-12-16,3.718373570336788,10,0.0
2021-12-17,3.4068141500373774,10,0.0
2021-12-20,3.366210106433224,10,0.0
2021-12-21,3.098093638640705,10,0.0
2021-12-22,2.91929440849009,10,0.0
2021-12-23,2.8855230123022317,10,0.0
2021-12-24,3.0876968348759073,10,0.0
2021-12-27,3.1428518106183643,10,0.0
2021-12-28,3.0756627431014247,10,0.0
2021-12-29,3.1542488288023462,10,0.0
