architecture,classification,cost_monotonic,k,mean_net_return,mean_cagr,mean_sharpe,worst_daily_maxdd,worst_day,mean_turnover,mean_fill_rate,mean_cash,mean_holdings
LGBM_REGRESSION,VIABLE,True,10,0.7266608986002102,1.2578946983614667,2.1406749339887345,-0.27184613536277114,-0.0894157974215688,1.2374149901594547,1.0,0.0031676054210855466,10.0
LAMBDAMART,VIABLE,True,10,0.6864277492794972,1.2983296610257749,2.6291682737978457,-0.30367719010744687,-0.09136156923324823,1.2116555046005852,1.0,0.0033302914213390465,10.0
