date,equity_before_terminal_liquidation,equity,positions,terminal_liquidation_cost
2020-01-08,1.0,1.0,0,
2020-01-09,1.012763729888935,1.012763729888935,10,
2020-01-10,1.0253413818212878,1.0253413818212878,10,
2020-01-13,1.0489708781352327,1.0489708781352327,10,
2020-01-14,1.0610670491872005,1.0610670491872005,10,
2020-01-15,1.0602301956046372,1.0602301956046372,10,
2020-01-16,1.045182149052308,1.045182149052308,10,
2020-01-17,1.0474665271219123,1.0474665271219123,10,
2020-01-20,1.0599290825524166,1.0599290825524166,10,
2020-01-21,1.0728460490301972,1.0728460490301972,10,
2020-01-22,1.074515398499356,1.074515398499356,10,
2020-01-23,1.0868566912725846,1.0868566912725846,10,
2020-01-24,1.1011107736286738,1.1011107736286738,10,
2020-01-27,1.10463162695147,1.10463162695147,10,
2020-01-28,1.1083001351527542,1.1083001351527542,10,
2020-01-29,1.104532558215644,1.104532558215644,10,
2020-01-30,1.0999290267714728,1.0999290267714728,10,
2020-01-31,1.097923849021055,1.097923849021055,10,
2020-02-03,1.1058823459613243,1.1058823459613243,10,
2020-02-04,1.1326444065236367,1.1326444065236367,10,
2020-02-05,1.1423758289608739,1.1423758289608739,10,
2020-02-06,1.151683309136946,1.151683309136946,10,
2020-02-07,1.149007605517254,1.149007605517254,10,
2020-02-10,1.1261787924752251,1.1261787924752251,10,
2020-02-11,1.1417267824675956,1.1417267824675956,10,
2020-02-12,1.1662843172534714,1.1662843172534714,10,
2020-02-13,1.2037238478081094,1.2037238478081094,10,
2020-02-14,1.1974882866370644,1.1974882866370644,10,
2020-02-17,1.2377360784581009,1.2377360784581009,10,
2020-02-18,1.2247896608522146,1.2247896608522146,10,
2020-02-19,1.1976244191940935,1.1976244191940935,10,
2020-02-20,1.1617696161376323,1.1617696161376323,10,
2020-02-21,1.1987309596313411,1.1987309596313411,10,
2020-02-24,1.1949019637375675,1.1949019637375675,10,
2020-02-25,1.2092028295002772,1.2092028295002772,10,
2020-02-26,1.1964091454370605,1.1964091454370605,10,
2020-02-27,1.1368613679484165,1.1368613679484165,10,
2020-02-28,1.091655109349558,1.091655109349558,10,
2020-03-02,1.1279221462918507,1.1279221462918507,10,
2020-03-03,1.1518638083130077,1.1518638083130077,10,
2020-03-04,1.1313991336215017,1.1313991336215017,10,
2020-03-05,1.1380543416974356,1.1380543416974356,10,
2020-03-06,1.0961741617989136,1.0961741617989136,10,
2020-03-09,1.013809951442986,1.013809951442986,10,
