target_family,mean_rank_ic,median_fold_rank_ic,positive_fold_ratio,mean_ndcg_at_10,mean_top_k_spread_raw,mean_turnover,worst_daily_maxdd,viable
RAW,-0.06126317491709612,-0.07949088189045238,0.5,0.5581727036057008,0.03260086000899813,0.9877698378221966,-0.25594648235732853,False
SECTOR_RELATIVE,-0.0666175275794165,-0.06394455558679837,0.5,0.5452730308133433,0.02952308845309598,1.0481815716336822,-0.2484689780951752,False
BETA_RESIDUAL,-0.06911185573791434,-0.06849621439627157,0.5,0.5414570954311131,0.02656442519026738,1.1132126099828674,-0.2901978207084568,False
VOL_SCALED,-0.11053836033362374,-0.07434849392156032,0.5,0.4800278055440377,-0.009611705558574934,1.0192792901919243,-0.2795805419200549,False
