signal_date,trade_date,k,cost_bps,delay_sessions,capital_try,adv_limit_pct,attempted_trades,filled_now,unfilled_now,turnover_two_sided_notional,cost_try,cash_after,selected,terminal_liquidation,outer_fold,architecture,case
,2023-10-30,15,50,0,1000000,0.1,0,15,0,0.9987501963784275,7279.982254671203,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,15,100,0,1000000,0.1,15,15,0,0.9800000000000002,9800.0,10199.999999999774,15,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,15,100,0,1000000,0.1,42,27,0,1.6428359342282282,13557.291826288521,2947.4504231649335,15,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,15,100,0,1000000,0.1,70,28,0,1.7164130669324684,22448.717683477676,3708.9923875572567,15,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,15,100,0,1000000,0.1,0,15,0,0.9974002427430245,14229.597389355293,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,20,0,0,1000000,0.1,20,20,0,1.0000000000000002,0.0,0.0,20,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,20,0,0,1000000,0.1,53,32,1,1.3232348437792232,0.0,43097.158824831,20,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,20,0,0,1000000,0.1,88,35,0,1.5687502683820873,0.0,1.1641532182693481e-10,20,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,20,0,0,1000000,0.1,0,20,0,1.0000000000000002,0.0,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,20,30,0,1000000,0.1,20,20,0,0.9939999999999998,2981.999999999999,3018.000000000001,20,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,20,30,0,1000000,0.1,53,33,0,1.3666716807988448,3525.149954789189,1633.5871498368633,20,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,20,30,0,1000000,0.1,88,35,0,1.501605481642337,6268.260716264478,2080.484400740839,20,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,20,30,0,1000000,0.1,0,20,0,0.9986338977683514,4562.562445675499,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,20,50,0,1000000,0.1,20,20,0,0.9899999999999999,4950.0,5050.0,20,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,20,50,0,1000000,0.1,53,33,0,1.3622740563227667,5846.7014153827795,2737.036031933804,20,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,20,50,0,1000000,0.1,88,35,0,1.4984780808098188,10374.628860067916,3472.258849441607,20,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,20,50,0,1000000,0.1,0,20,0,0.9977017660324334,7536.827918955473,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,20,100,0,1000000,0.1,20,20,0,0.9800000000000003,9800.0,10200.0,20,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,20,100,0,1000000,0.1,53,33,0,1.35120237125289,11551.487348749139,5546.598910584671,20,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,20,100,0,1000000,0.1,88,35,0,1.4905949813053123,20391.488140430003,6968.7115062545345,20,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,20,100,0,1000000,0.1,0,20,0,0.995295020401504,14741.666176420891,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-06,10,50,1,1000000,0.1,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O2,LAMBDAMART,DELAY
2023-05-05,2023-05-09,10,50,1,1000000,0.1,30,20,0,1.9840643204328847,8440.082306410495,67.78935832380012,10,,O2,LAMBDAMART,DELAY
2023-08-03,2023-08-07,10,50,1,1000000,0.1,50,20,0,1.9899486059331404,13123.82414323355,66.2895150833483,10,,O2,LAMBDAMART,DELAY
,2023-10-31,10,50,1,1000000,0.1,0,10,0,0.9999541551602265,7229.4369855872765,,0,True,O2,LAMBDAMART,DELAY
2023-02-02,2023-02-07,10,50,2,1000000,0.1,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O2,LAMBDAMART,DELAY
2023-05-05,2023-05-10,10,50,2,1000000,0.1,30,20,0,1.983904738233891,8218.448454328849,66.67562037365133,10,,O2,LAMBDAMART,DELAY
2023-08-03,2023-08-08,10,50,2,1000000,0.1,50,20,0,1.9899485594052728,12896.531952440524,65.14174659705532,10,,O2,LAMBDAMART,DELAY
,2023-11-01,10,50,2,1000000,0.1,0,10,0,0.9999528432673622,6906.614504583481,,0,True,O2,LAMBDAMART,DELAY
2023-02-02,2023-02-03,10,50,0,1000000,0.05,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O2,LAMBDAMART,CAPACITY
2023-05-05,2023-05-08,10,50,0,1000000,0.05,30,20,0,1.9839394155844692,8265.617110313437,66.91264879546725,10,,O2,LAMBDAMART,CAPACITY
2023-08-03,2023-08-04,10,50,0,1000000,0.05,50,20,0,1.989947626100107,12711.738757205321,64.21432867313524,10,,O2,LAMBDAMART,CAPACITY
,2023-10-30,10,50,0,1000000,0.05,0,10,0,0.9999569863564762,7464.092938954939,,0,True,O2,LAMBDAMART,CAPACITY
2023-02-02,2023-02-03,10,50,0,1000000,0.2,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O2,LAMBDAMART,CAPACITY
2023-05-05,2023-05-08,10,50,0,1000000,0.2,30,20,0,1.9839394155844692,8265.617110313437,66.91264879546725,10,,O2,LAMBDAMART,CAPACITY
2023-08-03,2023-08-04,10,50,0,1000000,0.2,50,20,0,1.989947626100107,12711.738757205321,64.21432867313524,10,,O2,LAMBDAMART,CAPACITY
,2023-10-30,10,50,0,1000000,0.2,0,10,0,0.9999569863564762,7464.092938954939,,0,True,O2,LAMBDAMART,CAPACITY
2023-02-02,2023-02-03,10,50,0,10000000,0.05,10,10,0,0.9899999999999999,49500.0,50500.0,10,,O2,LAMBDAMART,CAPACITY
2023-05-05,2023-05-08,10,50,0,10000000,0.05,30,17,3,1.6643315557978773,69340.46108854981,650524.6181927869,10,,O2,LAMBDAMART,CAPACITY
2023-08-03,2023-08-04,10,50,0,10000000,0.05,49,16,3,1.6061499384567905,102824.209637293,831304.0573558625,10,,O2,LAMBDAMART,CAPACITY
,2023-10-30,10,50,0,10000000,0.05,0,9,0,0.9495347328150539,78207.46030102618,,0,True,O2,LAMBDAMART,CAPACITY
2023-02-02,2023-02-03,10,50,0,10000000,0.1,10,10,0,0.9899999999999999,49500.0,50500.0,10,,O2,LAMBDAMART,CAPACITY
2023-05-05,2023-05-08,10,50,0,10000000,0.1,30,17,3,1.6643315557978773,69340.46108854981,650524.6181927869,10,,O2,LAMBDAMART,CAPACITY
2023-08-03,2023-08-04,10,50,0,10000000,0.1,49,19,0,1.9386740824912088,122857.54240017546,3886.342515547076,10,,O2,LAMBDAMART,CAPACITY
,2023-10-30,10,50,0,10000000,0.1,0,10,0,0.9997376467916183,74047.55872974958,,0,True,O2,LAMBDAMART,CAPACITY
2023-02-02,2023-02-03,10,50,0,10000000,0.2,10,10,0,0.9899999999999999,49500.0,50500.0,10,,O2,LAMBDAMART,CAPACITY
2023-05-05,2023-05-08,10,50,0,10000000,0.2,30,20,0,1.9839394155844694,82656.17110313436,669.1264879551454,10,,O2,LAMBDAMART,CAPACITY
2023-08-03,2023-08-04,10,50,0,10000000,0.2,50,20,0,1.989947626100107,127117.38757205327,642.1432867349067,10,,O2,LAMBDAMART,CAPACITY
,2023-10-30,10,50,0,10000000,0.2,0,10,0,0.999956986356476,74640.9293895494,,0,True,O2,LAMBDAMART,CAPACITY
2023-02-02,2023-02-03,10,50,0,50000000,0.05,10,7,3,0.693,173250.0,15176750.0,10,,O2,LAMBDAMART,CAPACITY
2023-05-05,2023-05-08,10,50,0,50000000,0.05,27,12,5,1.1514099502511712,254295.21278699432,22052109.63101663,10,,O2,LAMBDAMART,CAPACITY
2023-08-03,2023-08-04,10,50,0,50000000,0.05,42,15,0,1.595590003289774,446060.2668820238,113056.13014019374,10,,O2,LAMBDAMART,CAPACITY
,2023-10-30,10,50,0,50000000,0.05,0,10,0,0.9982724634177358,326652.4793113261,,0,True,O2,LAMBDAMART,CAPACITY
2023-02-02,2023-02-03,10,50,0,50000000,0.1,10,7,3,0.693,173250.0,15176750.0,10,,O2,LAMBDAMART,CAPACITY
2023-05-05,2023-05-08,10,50,0,50000000,0.1,27,14,3,1.3494099502511712,298024.6005005895,13262502.700583993,10,,O2,LAMBDAMART,CAPACITY
2023-08-03,2023-08-04,10,50,0,50000000,0.1,44,17,0,1.7738071852887796,544077.3463408449,69379.79923079861,10,,O2,LAMBDAMART,CAPACITY
,2023-10-30,10,50,0,50000000,0.1,0,10,0,0.9990330257063469,358399.96576644277,,0,True,O2,LAMBDAMART,CAPACITY
2023-02-02,2023-02-03,10,50,0,50000000,0.2,10,10,0,0.9899999999999999,247500.0,252500.0,10,,O2,LAMBDAMART,CAPACITY
2023-05-05,2023-05-08,10,50,0,50000000,0.2,30,17,3,1.6643315557978773,346702.30544274906,3252623.0909639406,10,,O2,LAMBDAMART,CAPACITY
2023-08-03,2023-08-04,10,50,0,50000000,0.2,49,16,3,1.6061499384567905,514121.0481864651,4156520.286779334,10,,O2,LAMBDAMART,CAPACITY
,2023-10-30,10,50,0,50000000,0.2,0,9,0,0.9495347328150534,391037.3015051309,,0,True,O2,LAMBDAMART,CAPACITY
2024-01-23,2024-01-24,5,0,0,1000000,0.1,5,5,0,1.0,0.0,0.0,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,5,0,0,1000000,0.1,14,9,0,1.5999999999999999,0.0,5.820766091346741e-11,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,5,0,0,1000000,0.1,24,10,0,1.9999999999999996,0.0,0.0,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,5,0,0,1000000,0.1,0,5,0,1.0,0.0,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,5,30,0,1000000,0.1,5,5,0,0.994,2982.0,3018.0,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,5,30,0,1000000,0.1,14,9,0,1.593901988454257,5777.070417491722,1471.895277186003,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,5,30,0,1000000,0.1,24,10,0,1.9929563069930443,8431.855793850238,29.800655178518355,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,5,30,0,1000000,0.1,0,5,0,0.9999761022904345,3740.9371298798906,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,5,50,0,1000000,0.1,5,5,0,0.99,4950.0,5050.0,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,5,50,0,1000000,0.1,14,9,0,1.5898103221822892,9581.335936001891,2472.0968569741417,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,5,50,0,1000000,0.1,24,10,0,1.988237156269891,13940.869349294453,82.4772171170971,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,5,50,0,1000000,0.1,0,5,0,0.9999332195253333,6174.8370059555855,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,5,100,0,1000000,0.1,5,5,0,0.98,9800.0,10200.0,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,5,100,0,1000000,0.1,14,9,0,1.5794884321036888,18928.101383576774,5039.2807116079275,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,5,100,0,1000000,0.1,24,10,0,1.9763555937553896,27327.93754159275,326.9415985173546,5,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,5,100,0,1000000,0.1,0,5,0,0.999728846054564,12054.146823768271,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,10,0,0,1000000,0.1,10,10,0,0.9999999999999999,0.0,0.0,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,10,0,0,1000000,0.1,28,18,0,1.6000000000000003,0.0,2.0372681319713593e-10,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,10,0,0,1000000,0.1,46,18,0,1.6000000000000003,0.0,2.6193447411060333e-10,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,10,0,0,1000000,0.1,0,10,0,0.9999999999999998,0.0,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,10,30,0,1000000,0.1,10,10,0,0.9940000000000002,2981.9999999999995,3018.0000000000005,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,10,30,0,1000000,0.1,28,18,0,1.593750449232182,5446.137036744811,1388.2290829552367,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,10,30,0,1000000,0.1,46,18,0,1.5953277808781612,6196.53308867678,1571.8179210019562,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,10,30,0,1000000,0.1,0,10,0,0.9986804831700729,3568.9060841041205,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,10,50,0,1000000,0.1,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,10,50,0,1000000,0.1,28,18,0,1.589556616955155,9032.825703533128,2332.3884790679494,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,10,50,0,1000000,0.1,46,18,0,1.592188566679337,10250.45257549888,2625.475301407545,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,10,50,0,1000000,0.1,0,10,0,0.9977768041634341,5891.605032183926,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,10,100,0,1000000,0.1,10,10,0,0.9799999999999999,9800.0,10200.0,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,10,100,0,1000000,0.1,28,18,0,1.5789753873387367,17846.249534880037,4758.598745825155,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,10,100,0,1000000,0.1,46,18,0,1.5842530941095503,20120.1338040377,5280.017066864239,10,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,10,100,0,1000000,0.1,0,10,0,0.9954315962264486,11504.884588792758,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,15,0,0,1000000,0.1,15,15,0,0.9999999999999999,0.0,1.4551915228366852e-10,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,15,0,0,1000000,0.1,40,25,0,1.3846768033767651,0.0,2.9103830456733704e-11,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,15,0,0,1000000,0.1,66,25,1,1.4341731780217202,0.0,80667.11755660294,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,15,0,0,1000000,0.1,0,14,0,0.92733823085628,0.0,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,15,30,0,1000000,0.1,15,15,0,0.9940000000000003,2982.0000000000005,3018.000000000145,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,15,30,0,1000000,0.1,40,25,0,1.3785628452822467,4743.259919168515,2138.1962805268413,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,15,30,0,1000000,0.1,66,26,0,1.4956358006974726,5387.980175003418,1816.9559096915973,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,15,30,0,1000000,0.1,0,15,0,0.9983178849253367,3235.0335742557613,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,15,50,0,1000000,0.1,15,15,0,0.9900000000000004,4950.0,5050.0,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,15,50,0,1000000,0.1,40,25,0,1.3744690710455332,7864.287190165777,3579.0946302539387,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,15,50,0,1000000,0.1,66,26,0,1.4921412426916119,8913.77914755168,3033.8554228489575,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,15,50,0,1000000,0.1,0,15,0,0.9971689065021365,5342.928972093436,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,15,100,0,1000000,0.1,15,15,0,0.9800000000000002,9800.0,10199.999999999774,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,15,100,0,1000000,0.1,40,25,0,1.3641719830461463,15524.007342130139,7235.59707001397,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,15,100,0,1000000,0.1,66,26,0,1.4833152532194458,17500.69336637668,6096.034744377048,15,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,15,100,0,1000000,0.1,0,15,0,0.9941979673957565,10445.762313712456,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,20,0,0,1000000,0.1,20,20,0,1.0000000000000002,0.0,0.0,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,20,0,0,1000000,0.1,54,33,1,1.3949603403013715,0.0,58995.61717373473,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,20,0,0,1000000,0.1,85,31,0,1.1967698139351823,0.0,1.0186340659856796e-10,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,20,0,0,1000000,0.1,0,20,0,0.9999999999999996,0.0,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,20,30,0,1000000,0.1,20,20,0,0.9939999999999998,2981.999999999999,3018.000000000001,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,20,30,0,1000000,0.1,54,34,0,1.4388482863449457,5075.613025359994,1979.4921911231404,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,20,30,0,1000000,0.1,86,32,0,1.2386592018880644,4757.939569709647,2924.463406762058,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,20,30,0,1000000,0.1,0,20,0,0.9974456278736301,3425.882872159864,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,20,50,0,1000000,0.1,20,20,0,0.9899999999999999,4950.0,5050.0,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,20,50,0,1000000,0.1,54,34,0,1.4347535830025928,8416.000666995886,3315.631533403979,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,20,50,0,1000000,0.1,86,32,0,1.2361686638405076,7872.427325911925,4864.390158934537,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,20,50,0,1000000,0.1,0,20,0,0.99571895279261,5656.986760935394,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-24,20,100,0,1000000,0.1,20,20,0,0.9800000000000003,9800.0,10200.0,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-04-19,2024-04-22,20,100,0,1000000,0.1,54,34,0,1.4244464066136528,16616.368131734544,6713.913800369108,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-07-22,2024-07-23,20,100,0,1000000,0.1,86,32,0,1.2298626820797989,15460.858828866507,9681.555936855058,20,,O3,LGBM_REGRESSION,K_SENSITIVITY
,2024-10-16,20,100,0,1000000,0.1,0,20,0,0.9913176776611176,11054.067302348813,,0,True,O3,LGBM_REGRESSION,K_SENSITIVITY
2024-01-23,2024-01-25,10,50,1,1000000,0.1,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O3,LGBM_REGRESSION,DELAY
2024-04-19,2024-04-24,10,50,1,1000000,0.1,28,18,0,1.5895445418881928,9008.276741804551,2326.1357322288713,10,,O3,LGBM_REGRESSION,DELAY
2024-07-22,2024-07-24,10,50,1,1000000,0.1,46,18,0,1.592236178064575,10499.238595338516,2688.803153719993,10,,O3,LGBM_REGRESSION,DELAY
,2024-10-17,10,50,1,1000000,0.1,0,10,0,0.9977399673999666,5935.149720623366,,0,True,O3,LGBM_REGRESSION,DELAY
2024-01-23,2024-01-26,10,50,2,1000000,0.1,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O3,LGBM_REGRESSION,DELAY
2024-04-19,2024-04-25,10,50,2,1000000,0.1,28,18,0,1.5894711396419623,8861.864377145757,2288.84374976244,10,,O3,LGBM_REGRESSION,DELAY
2024-07-22,2024-07-25,10,50,2,1000000,0.1,46,18,0,1.5921916196571066,10076.082311439772,2580.7891191609306,10,,O3,LGBM_REGRESSION,DELAY
,2024-10-18,10,50,2,1000000,0.1,0,10,0,0.9977068042858598,5614.154188272475,,0,True,O3,LGBM_REGRESSION,DELAY
2024-01-23,2024-01-24,10,50,0,1000000,0.05,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O3,LGBM_REGRESSION,CAPACITY
2024-04-19,2024-04-22,10,50,0,1000000,0.05,28,18,0,1.589556616955155,9032.825703533128,2332.3884790679494,10,,O3,LGBM_REGRESSION,CAPACITY
2024-07-22,2024-07-23,10,50,0,1000000,0.05,46,18,0,1.592188566679337,10250.45257549888,2625.475301407545,10,,O3,LGBM_REGRESSION,CAPACITY
,2024-10-16,10,50,0,1000000,0.05,0,10,0,0.9977768041634341,5891.605032183926,,0,True,O3,LGBM_REGRESSION,CAPACITY
2024-01-23,2024-01-24,10,50,0,1000000,0.2,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O3,LGBM_REGRESSION,CAPACITY
2024-04-19,2024-04-22,10,50,0,1000000,0.2,28,18,0,1.589556616955155,9032.825703533128,2332.3884790679494,10,,O3,LGBM_REGRESSION,CAPACITY
2024-07-22,2024-07-23,10,50,0,1000000,0.2,46,18,0,1.592188566679337,10250.45257549888,2625.475301407545,10,,O3,LGBM_REGRESSION,CAPACITY
,2024-10-16,10,50,0,1000000,0.2,0,10,0,0.9977768041634341,5891.605032183926,,0,True,O3,LGBM_REGRESSION,CAPACITY
2024-01-23,2024-01-24,10,50,0,10000000,0.05,10,9,1,0.8909999999999999,44550.0,1045450.0,10,,O3,LGBM_REGRESSION,CAPACITY
2024-04-19,2024-04-22,10,50,0,10000000,0.05,27,17,0,1.5027475730893423,86082.50232207064,28484.313640374356,10,,O3,LGBM_REGRESSION,CAPACITY
2024-07-22,2024-07-23,10,50,0,10000000,0.05,45,18,0,1.5918062878012358,103344.25268272836,26501.009865490123,10,,O3,LGBM_REGRESSION,CAPACITY
,2024-10-16,10,50,0,10000000,0.05,0,10,0,0.9977747247965452,59412.96111221626,,0,True,O3,LGBM_REGRESSION,CAPACITY
2024-01-23,2024-01-24,10,50,0,10000000,0.1,10,10,0,0.9899999999999999,49500.0,50500.0,10,,O3,LGBM_REGRESSION,CAPACITY
2024-04-19,2024-04-22,10,50,0,10000000,0.1,28,18,0,1.589556616955155,90328.25703533126,23323.884790678116,10,,O3,LGBM_REGRESSION,CAPACITY
2024-07-22,2024-07-23,10,50,0,10000000,0.1,46,18,0,1.592188566679337,102504.52575498878,26254.75301407592,10,,O3,LGBM_REGRESSION,CAPACITY
,2024-10-16,10,50,0,10000000,0.1,0,10,0,0.997776804163434,58916.05032183926,,0,True,O3,LGBM_REGRESSION,CAPACITY
2024-01-23,2024-01-24,10,50,0,10000000,0.2,10,10,0,0.9899999999999999,49500.0,50500.0,10,,O3,LGBM_REGRESSION,CAPACITY
2024-04-19,2024-04-22,10,50,0,10000000,0.2,28,18,0,1.589556616955155,90328.25703533126,23323.884790678116,10,,O3,LGBM_REGRESSION,CAPACITY
2024-07-22,2024-07-23,10,50,0,10000000,0.2,46,18,0,1.592188566679337,102504.52575498878,26254.75301407592,10,,O3,LGBM_REGRESSION,CAPACITY
,2024-10-16,10,50,0,10000000,0.2,0,10,0,0.997776804163434,58916.05032183926,,0,True,O3,LGBM_REGRESSION,CAPACITY
2024-01-23,2024-01-24,10,50,0,50000000,0.05,10,9,1,0.8909999999999999,222750.0,5227250.0,10,,O3,LGBM_REGRESSION,CAPACITY
2024-04-19,2024-04-22,10,50,0,50000000,0.05,27,15,2,1.304747573089342,373701.93770894164,11541246.922385577,10,,O3,LGBM_REGRESSION,CAPACITY
2024-07-22,2024-07-23,10,50,0,50000000,0.05,45,16,2,1.596196758691224,470423.7990553954,11789737.696793184,10,,O3,LGBM_REGRESSION,CAPACITY
,2024-10-16,10,50,0,50000000,0.05,0,8,0,0.7748941629717705,202922.30190076338,,0,True,O3,LGBM_REGRESSION,CAPACITY
2024-01-23,2024-01-24,10,50,0,50000000,0.1,10,9,1,0.8909999999999999,222750.0,5227250.0,10,,O3,LGBM_REGRESSION,CAPACITY
2024-04-19,2024-04-22,10,50,0,50000000,0.1,27,15,2,1.304747573089342,373701.93770894164,11541246.922385577,10,,O3,LGBM_REGRESSION,CAPACITY
2024-07-22,2024-07-23,10,50,0,50000000,0.1,45,17,1,1.695196758691224,499600.62569215044,5925195.542805423,10,,O3,LGBM_REGRESSION,CAPACITY
,2024-10-16,10,50,0,50000000,0.1,0,9,0,0.8853512628104572,228780.511884267,,0,True,O3,LGBM_REGRESSION,CAPACITY
2024-01-23,2024-01-24,10,50,0,50000000,0.2,10,9,1,0.8909999999999999,222750.0,5227250.0,10,,O3,LGBM_REGRESSION,CAPACITY
2024-04-19,2024-04-22,10,50,0,50000000,0.2,27,17,0,1.502747573089342,430412.51161035313,142421.56820186623,10,,O3,LGBM_REGRESSION,CAPACITY
2024-07-22,2024-07-23,10,50,0,50000000,0.2,45,18,0,1.591806287801236,516721.2634136417,132505.04932745348,10,,O3,LGBM_REGRESSION,CAPACITY
,2024-10-16,10,50,0,50000000,0.2,0,10,0,0.9977747247965449,297064.80556108133,,0,True,O3,LGBM_REGRESSION,CAPACITY
2024-01-23,2024-01-24,5,0,0,1000000,0.1,5,5,0,1.0,0.0,0.0,5,,O3,LAMBDAMART,K_SENSITIVITY
2024-04-19,2024-04-22,5,0,0,1000000,0.1,14,8,1,1.4412010711833145,0.0,225120.37152424164,5,,O3,LAMBDAMART,K_SENSITIVITY
2024-07-22,2024-07-23,5,0,0,1000000,0.1,23,8,1,1.5925726989928222,0.0,217059.53886605476,5,,O3,LAMBDAMART,K_SENSITIVITY
,2024-10-16,5,0,0,1000000,0.1,0,4,0,0.783028806638633,0.0,,0,True,O3,LAMBDAMART,K_SENSITIVITY
2024-01-23,2024-01-24,5,30,0,1000000,0.1,5,5,0,0.994,2982.0,3018.0,5,,O3,LAMBDAMART,K_SENSITIVITY
2024-04-19,2024-04-22,5,30,0,1000000,0.1,14,9,0,1.6334761375391205,5497.625229384843,1233.5722494679158,5,,O3,LAMBDAMART,K_SENSITIVITY
2024-07-22,2024-07-23,5,30,0,1000000,0.1,24,10,0,1.9929458959691293,6996.7745496502375,24.76533640661546,5,,O3,LAMBDAMART,K_SENSITIVITY
,2024-10-16,5,30,0,1000000,0.1,0,5,0,0.9999764321092346,3152.3507538292392,,0,True,O3,LAMBDAMART,K_SENSITIVITY
2024-01-23,2024-01-24,5,50,0,1000000,0.1,5,5,0,0.99,4950.0,5050.0,5,,O3,LAMBDAMART,K_SENSITIVITY
