signal_date,trade_date,k,cost_bps,delay_sessions,capital_try,adv_limit_pct,attempted_trades,filled_now,unfilled_now,turnover_two_sided_notional,cost_try,cash_after,selected,terminal_liquidation,outer_fold,architecture,case
2022-08-17,2022-08-18,10,50,0,1000000,0.2,42,16,0,1.1950630275063814,11303.962455737157,7613.80538672379,10,,O1,LAMBDAMART,CAPACITY
,2022-11-11,10,50,0,1000000,0.2,0,10,0,0.9972764191988742,13939.495698844406,,0,True,O1,LAMBDAMART,CAPACITY
2022-02-21,2022-02-22,10,50,0,10000000,0.05,10,9,1,0.8909999999999999,44550.0,1045450.0,10,,O1,LAMBDAMART,CAPACITY
2022-05-20,2022-05-23,10,50,0,10000000,0.05,25,12,3,0.8305406587334907,62359.67115277546,565808.3700723511,10,,O1,LAMBDAMART,CAPACITY
2022-08-17,2022-08-18,10,50,0,10000000,0.05,41,15,1,1.2661956322067023,116286.12079607174,1885803.7371008035,10,,O1,LAMBDAMART,CAPACITY
,2022-11-11,10,50,0,10000000,0.05,0,9,0,0.9326511993523843,130573.7518885225,,0,True,O1,LAMBDAMART,CAPACITY
2022-02-21,2022-02-22,10,50,0,10000000,0.1,10,9,1,0.8909999999999999,44550.0,1045450.0,10,,O1,LAMBDAMART,CAPACITY
2022-05-20,2022-05-23,10,50,0,10000000,0.1,25,15,0,1.1947092082856299,89702.620297354,60463.82970611582,10,,O1,LAMBDAMART,CAPACITY
2022-08-17,2022-08-18,10,50,0,10000000,0.1,41,15,1,1.0957900280552844,103202.8671762558,1949948.235535611,10,,O1,LAMBDAMART,CAPACITY
,2022-11-11,10,50,0,10000000,0.1,0,9,0,0.9321302195250506,133903.90127482195,,0,True,O1,LAMBDAMART,CAPACITY
2022-02-21,2022-02-22,10,50,0,10000000,0.2,10,10,0,0.9899999999999999,49500.0,50500.0,10,,O1,LAMBDAMART,CAPACITY
2022-05-20,2022-05-23,10,50,0,10000000,0.2,26,16,0,1.2633987561829656,95296.67936192083,55560.96379396922,10,,O1,LAMBDAMART,CAPACITY
2022-08-17,2022-08-18,10,50,0,10000000,0.2,42,16,0,1.1950630275063814,113039.6245573716,76138.05386723962,10,,O1,LAMBDAMART,CAPACITY
,2022-11-11,10,50,0,10000000,0.2,0,10,0,0.9972764191988747,139394.95698844403,,0,True,O1,LAMBDAMART,CAPACITY
2022-02-21,2022-02-22,10,50,0,50000000,0.05,10,9,1,0.8909999999999999,222750.0,5227250.0,10,,O1,LAMBDAMART,CAPACITY
2022-05-20,2022-05-23,10,50,0,50000000,0.05,25,10,5,0.6425624709412224,241228.31291675134,3652081.8741271314,10,,O1,LAMBDAMART,CAPACITY
2022-08-17,2022-08-18,10,50,0,50000000,0.05,41,9,7,0.6029058909382625,275323.92463973095,4190153.5000666054,10,,O1,LAMBDAMART,CAPACITY
,2022-11-11,10,50,0,50000000,0.05,0,9,0,0.9675977556659924,625633.0704699337,,0,True,O1,LAMBDAMART,CAPACITY
2022-02-21,2022-02-22,10,50,0,50000000,0.1,10,9,1,0.8909999999999999,222750.0,5227250.0,10,,O1,LAMBDAMART,CAPACITY
2022-05-20,2022-05-23,10,50,0,50000000,0.1,25,12,3,0.8305406587334908,311798.3557638773,2829041.850361766,10,,O1,LAMBDAMART,CAPACITY
2022-08-17,2022-08-18,10,50,0,50000000,0.1,41,10,6,0.6940069938322727,318684.4870782326,11694898.10045549,10,,O1,LAMBDAMART,CAPACITY
,2022-11-11,10,50,0,50000000,0.1,0,8,0,0.9248069580343041,719183.7737950272,,0,True,O1,LAMBDAMART,CAPACITY
2022-02-21,2022-02-22,10,50,0,50000000,0.2,10,9,1,0.8909999999999999,222750.0,5227250.0,10,,O1,LAMBDAMART,CAPACITY
2022-05-20,2022-05-23,10,50,0,50000000,0.2,25,12,3,0.8305406587334908,311798.3557638773,2829041.850361766,10,,O1,LAMBDAMART,CAPACITY
2022-08-17,2022-08-18,10,50,0,50000000,0.2,41,15,1,1.266195632206702,581430.6039803586,9429018.685504004,10,,O1,LAMBDAMART,CAPACITY
,2022-11-11,10,50,0,50000000,0.2,0,9,0,0.932651199352384,652868.7594426126,,0,True,O1,LAMBDAMART,CAPACITY
2023-02-02,2023-02-03,5,0,0,1000000,0.1,5,5,0,1.0,0.0,0.0,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,5,0,0,1000000,0.1,15,10,0,1.9999999999999998,0.0,0.0,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,5,0,0,1000000,0.1,25,9,1,1.7999999999999998,0.0,255058.77342709948,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,5,0,0,1000000,0.1,0,4,0,0.8110641551597382,0.0,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,5,30,0,1000000,0.1,5,5,0,0.994,2982.0,3018.0,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,5,30,0,1000000,0.1,15,10,0,1.9902847612947596,4850.30428955982,23.675940690808602,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,5,30,0,1000000,0.1,25,10,0,1.9939812802708374,7565.7156342412745,22.836684779224015,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,5,30,0,1000000,0.1,0,5,0,0.9999829337734899,4014.296018469815,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,5,50,0,1000000,0.1,5,5,0,0.99,4950.0,5050.0,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,5,50,0,1000000,0.1,15,10,0,1.983773927609042,8045.247232408328,65.80526247439411,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,5,50,0,1000000,0.1,25,10,0,1.9899476827578917,12514.901808454233,63.21963352210878,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,5,50,0,1000000,0.1,0,5,0,0.9999523035333454,6626.970780311131,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,5,100,0,1000000,0.1,5,5,0,0.98,9800.0,10200.0,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,5,100,0,1000000,0.1,15,10,0,1.9673780071595373,15898.642889970171,263.62265545431,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,5,100,0,1000000,0.1,25,10,0,1.9797875232230222,24563.477078844702,250.77878519514707,5,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,5,100,0,1000000,0.1,0,5,0,0.999806261810264,12941.702413382576,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,10,0,0,1000000,0.1,10,10,0,0.9999999999999999,0.0,0.0,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,10,0,0,1000000,0.1,27,17,0,1.5086893001329016,0.0,1.7462298274040222e-10,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,10,0,0,1000000,0.1,46,18,1,1.7000000000000002,0.0,144367.07282709796,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,10,0,0,1000000,0.1,0,9,0,0.9274178353570712,0.0,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,10,30,0,1000000,0.1,10,10,0,0.9940000000000002,2981.9999999999995,3018.0000000000005,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,10,30,0,1000000,0.1,27,17,0,1.5008959130430066,3854.51401234113,1281.7702280844633,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,10,30,0,1000000,0.1,46,19,0,1.7943053632431687,7712.249168627817,884.1127735649552,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,10,30,0,1000000,0.1,0,10,0,0.9995505542586002,5898.70143229058,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,10,50,0,1000000,0.1,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,10,50,0,1000000,0.1,27,17,0,1.4956835188117767,6391.4046160658545,2155.0619802144574,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,10,50,0,1000000,0.1,46,19,0,1.7904882138420797,12761.76877086239,1493.3027478466192,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,10,50,0,1000000,0.1,0,10,0,0.9992341826198222,9742.264861514599,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,10,100,0,1000000,0.1,10,10,0,0.9799999999999999,9800.0,10200.0,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,10,100,0,1000000,0.1,27,17,0,1.4825937407006096,12620.058459439933,4404.239044306734,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,10,100,0,1000000,0.1,46,19,0,1.7808713702062842,25069.706992189425,3084.7205668152055,10,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,10,100,0,1000000,0.1,0,10,0,0.998383093404902,19047.06722777576,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,15,0,0,1000000,0.1,15,15,0,0.9999999999999999,0.0,1.4551915228366852e-10,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,15,0,0,1000000,0.1,39,23,1,1.2719610449999272,0.0,60908.767263167276,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,15,0,0,1000000,0.1,66,26,1,1.6247718740540962,0.0,96923.36997015656,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,15,0,0,1000000,0.1,0,14,0,0.9482446745080169,0.0,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,15,30,0,1000000,0.1,15,15,0,0.9940000000000003,2982.0000000000005,3018.000000000145,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,15,30,0,1000000,0.1,39,24,0,1.3315060977073894,3639.676125218301,1827.3301941447912,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,15,30,0,1000000,0.1,67,28,0,1.7276948737429911,7647.570498897757,1205.3474730466796,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,15,30,0,1000000,0.1,0,15,0,0.9993633399758768,5676.090994503514,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,15,50,0,1000000,0.1,15,15,0,0.9900000000000004,4950.0,5050.0,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,15,50,0,1000000,0.1,39,24,0,1.3267475742578498,6033.684398145167,3061.767540435002,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,15,50,0,1000000,0.1,67,28,0,1.7239145786591943,12655.058227659038,2026.7112571159578,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,15,50,0,1000000,0.1,0,15,0,0.9989203012379422,9375.406783007089,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,15,100,0,1000000,0.1,15,15,0,0.9800000000000002,9800.0,10199.999999999774,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,15,100,0,1000000,0.1,39,24,0,1.3148134895988957,11906.410294309537,6204.767281061437,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,15,100,0,1000000,0.1,67,28,0,1.714388001997483,24861.444876608413,4141.843582763013,15,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,15,100,0,1000000,0.1,0,15,0,0.9977459485519118,18333.6882471895,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,20,0,0,1000000,0.1,20,20,0,1.0000000000000002,0.0,0.0,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,20,0,0,1000000,0.1,50,29,1,1.1086674547138178,0.0,44585.3838392932,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,20,0,0,1000000,0.1,85,35,0,1.5759808318028803,0.0,2.9103830456733704e-11,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,20,0,0,1000000,0.1,0,20,0,1.0,0.0,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,20,30,0,1000000,0.1,20,20,0,0.9939999999999998,2981.999999999999,3018.000000000001,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,20,30,0,1000000,0.1,50,30,0,1.1521290337480665,3074.0257669219104,2262.226817428836,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,20,30,0,1000000,0.1,86,36,0,1.6029659747224385,6964.578258959753,1725.0363289802026,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,20,30,0,1000000,0.1,0,20,0,0.9990462646276386,5420.972580311521,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,20,50,0,1000000,0.1,20,20,0,0.9899999999999999,4950.0,5050.0,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,20,50,0,1000000,0.1,50,30,0,1.1477649609032297,5095.161657839833,3783.244342340249,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,20,50,0,1000000,0.1,86,36,0,1.5992005811614354,11526.124521892429,2888.7333235467977,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,20,50,0,1000000,0.1,0,20,0,0.9983899410317898,8956.449265204512,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-03,20,100,0,1000000,0.1,20,20,0,0.9800000000000003,9800.0,10200.0,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-05-05,2023-05-08,20,100,0,1000000,0.1,50,30,0,1.1368368286453756,10050.473404610413,7630.997060392372,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-08-03,2023-08-04,20,100,0,1000000,0.1,86,36,0,1.5897188764117653,22649.881907998904,5845.573790587368,20,,O2,LGBM_REGRESSION,K_SENSITIVITY
,2023-10-30,20,100,0,1000000,0.1,0,20,0,0.9966757853417701,17526.370729649185,,0,True,O2,LGBM_REGRESSION,K_SENSITIVITY
2023-02-02,2023-02-06,10,50,1,1000000,0.1,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O2,LGBM_REGRESSION,DELAY
2023-05-05,2023-05-09,10,50,1,1000000,0.1,27,17,0,1.485043560454437,6448.249302516346,2236.0068017872654,10,,O2,LGBM_REGRESSION,DELAY
2023-08-03,2023-08-07,10,50,1,1000000,0.1,46,19,0,1.790446439181133,12884.755999336023,1508.0297521650173,10,,O2,LGBM_REGRESSION,DELAY
,2023-10-31,10,50,1,1000000,0.1,0,10,0,0.9991931622350912,9337.769514177682,,0,True,O2,LGBM_REGRESSION,DELAY
2023-02-02,2023-02-07,10,50,2,1000000,0.1,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O2,LGBM_REGRESSION,DELAY
2023-05-05,2023-05-10,10,50,2,1000000,0.1,27,17,0,1.4718019910855074,6258.077212213933,2245.8890143820445,10,,O2,LGBM_REGRESSION,DELAY
2023-08-03,2023-08-08,10,50,2,1000000,0.1,46,19,0,1.7904332291825884,12832.490482078154,1502.0183651880488,10,,O2,LGBM_REGRESSION,DELAY
,2023-11-01,10,50,2,1000000,0.1,0,10,0,0.9991546022841197,8875.991347635656,,0,True,O2,LGBM_REGRESSION,DELAY
2023-02-02,2023-02-03,10,50,0,1000000,0.05,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O2,LGBM_REGRESSION,CAPACITY
2023-05-05,2023-05-08,10,50,0,1000000,0.05,27,17,0,1.4956835188117767,6391.4046160658545,2155.0619802144574,10,,O2,LGBM_REGRESSION,CAPACITY
2023-08-03,2023-08-04,10,50,0,1000000,0.05,46,19,0,1.7904882138420797,12761.76877086239,1493.3027478466192,10,,O2,LGBM_REGRESSION,CAPACITY
,2023-10-30,10,50,0,1000000,0.05,0,10,0,0.9992341826198222,9742.264861514599,,0,True,O2,LGBM_REGRESSION,CAPACITY
2023-02-02,2023-02-03,10,50,0,1000000,0.2,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O2,LGBM_REGRESSION,CAPACITY
2023-05-05,2023-05-08,10,50,0,1000000,0.2,27,17,0,1.4956835188117767,6391.4046160658545,2155.0619802144574,10,,O2,LGBM_REGRESSION,CAPACITY
2023-08-03,2023-08-04,10,50,0,1000000,0.2,46,19,0,1.7904882138420797,12761.76877086239,1493.3027478466192,10,,O2,LGBM_REGRESSION,CAPACITY
,2023-10-30,10,50,0,1000000,0.2,0,10,0,0.9992341826198222,9742.264861514599,,0,True,O2,LGBM_REGRESSION,CAPACITY
2023-02-02,2023-02-03,10,50,0,10000000,0.05,10,9,1,0.8909999999999999,44550.0,1045450.0,10,,O2,LGBM_REGRESSION,CAPACITY
2023-05-05,2023-05-08,10,50,0,10000000,0.05,26,13,3,1.0695252378662192,46134.86403250192,735014.7552696591,10,,O2,LGBM_REGRESSION,CAPACITY
2023-08-03,2023-08-04,10,50,0,10000000,0.05,44,15,3,1.4215235087757587,101542.73085466863,1140977.3971171128,10,,O2,LGBM_REGRESSION,CAPACITY
,2023-10-30,10,50,0,10000000,0.05,0,9,0,0.9471101142957324,102158.59030540864,,0,True,O2,LGBM_REGRESSION,CAPACITY
2023-02-02,2023-02-03,10,50,0,10000000,0.1,10,10,0,0.9899999999999999,49500.0,50500.0,10,,O2,LGBM_REGRESSION,CAPACITY
2023-05-05,2023-05-08,10,50,0,10000000,0.1,27,14,3,1.1791197709520052,50386.5386772745,713977.4027356787,10,,O2,LGBM_REGRESSION,CAPACITY
2023-08-03,2023-08-04,10,50,0,10000000,0.1,45,18,0,1.7414793661725056,123056.34555409629,18267.57472243985,10,,O2,LGBM_REGRESSION,CAPACITY
,2023-10-30,10,50,0,10000000,0.1,0,10,0,0.9990552124128903,96584.22693948282,,0,True,O2,LGBM_REGRESSION,CAPACITY
2023-02-02,2023-02-03,10,50,0,10000000,0.2,10,10,0,0.9899999999999999,49500.0,50500.0,10,,O2,LGBM_REGRESSION,CAPACITY
2023-05-05,2023-05-08,10,50,0,10000000,0.2,27,17,0,1.4956835188117767,63914.046160658574,21550.619802140645,10,,O2,LGBM_REGRESSION,CAPACITY
2023-08-03,2023-08-04,10,50,0,10000000,0.2,46,19,0,1.7904882138420801,127617.68770862385,14933.027478463337,10,,O2,LGBM_REGRESSION,CAPACITY
,2023-10-30,10,50,0,10000000,0.2,0,10,0,0.9992341826198228,97422.64861514598,,0,True,O2,LGBM_REGRESSION,CAPACITY
2023-02-02,2023-02-03,10,50,0,50000000,0.05,10,7,3,0.693,173250.0,15176750.0,10,,O2,LGBM_REGRESSION,CAPACITY
2023-05-05,2023-05-08,10,50,0,50000000,0.05,25,11,4,0.9331605284211276,209994.3557868418,9433138.507749423,10,,O2,LGBM_REGRESSION,CAPACITY
2023-08-03,2023-08-04,10,50,0,50000000,0.05,42,17,0,1.6641754211759752,614060.1984989557,123915.12631991063,10,,O2,LGBM_REGRESSION,CAPACITY
,2023-10-30,10,50,0,50000000,0.05,0,10,0,0.9987730446226051,504350.40372906206,,0,True,O2,LGBM_REGRESSION,CAPACITY
2023-02-02,2023-02-03,10,50,0,50000000,0.1,10,7,3,0.693,173250.0,15176750.0,10,,O2,LGBM_REGRESSION,CAPACITY
2023-05-05,2023-05-08,10,50,0,50000000,0.1,25,12,3,1.0259026040865609,230864.62605711207,13586322.29153321,10,,O2,LGBM_REGRESSION,CAPACITY
2023-08-03,2023-08-04,10,50,0,50000000,0.1,41,16,0,1.5975118069027103,557985.292769226,140582.68069830467,10,,O2,LGBM_REGRESSION,CAPACITY
,2023-10-30,10,50,0,50000000,0.1,0,10,0,0.9985298431531221,477418.45506421296,,0,True,O2,LGBM_REGRESSION,CAPACITY
2023-02-02,2023-02-03,10,50,0,50000000,0.2,10,9,1,0.8909999999999999,222750.0,5227250.0,10,,O2,LGBM_REGRESSION,CAPACITY
2023-05-05,2023-05-08,10,50,0,50000000,0.2,26,13,3,1.0695252378662192,230674.32016250963,3675073.7763482975,10,,O2,LGBM_REGRESSION,CAPACITY
2023-08-03,2023-08-04,10,50,0,50000000,0.2,44,15,3,1.421523508775759,507713.6542733432,5704886.985585577,10,,O2,LGBM_REGRESSION,CAPACITY
,2023-10-30,10,50,0,50000000,0.2,0,9,0,0.9471101142957323,510792.95152704313,,0,True,O2,LGBM_REGRESSION,CAPACITY
2023-02-02,2023-02-03,5,0,0,1000000,0.1,5,5,0,1.0,0.0,0.0,5,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,5,0,0,1000000,0.1,15,9,1,1.7999999999999998,0.0,164072.56034290747,5,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,5,0,0,1000000,0.1,24,8,1,1.6572927757049598,0.0,229942.89343571814,5,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,5,0,0,1000000,0.1,0,4,0,0.8136655141725317,0.0,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,5,30,0,1000000,0.1,5,5,0,0.994,2982.0,3018.0,5,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,5,30,0,1000000,0.1,15,10,0,1.9903125808584967,4886.965494177227,23.786255248259295,5,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,5,30,0,1000000,0.1,25,10,0,1.9939806233730168,7343.279938865609,22.16770168750736,5,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,5,30,0,1000000,0.1,0,5,0,0.9999834458059249,4017.229945205877,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,5,50,0,1000000,0.1,5,5,0,0.99,4950.0,5050.0,5,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,5,50,0,1000000,0.1,15,10,0,1.9838204315828323,8105.981278289054,66.11045868496603,5,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,5,50,0,1000000,0.1,25,10,0,1.9899458470828202,12146.73553713291,61.3710854060846,5,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,5,50,0,1000000,0.1,0,5,0,0.9999537311137973,6631.696899465767,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,5,100,0,1000000,0.1,5,5,0,0.98,9800.0,10200.0,5,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,5,100,0,1000000,0.1,15,10,0,1.9674716814813589,16018.27980446889,264.8311091360738,5,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,5,100,0,1000000,0.1,25,10,0,1.9797800704190813,23839.783157194062,243.48095218502567,5,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,5,100,0,1000000,0.1,0,5,0,0.999812024710351,12950.382161235593,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,10,0,0,1000000,0.1,10,10,0,0.9999999999999999,0.0,0.0,10,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,10,0,0,1000000,0.1,30,20,0,2.000000000000001,0.0,0.0,10,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,10,0,0,1000000,0.1,50,20,0,2.000000000000001,0.0,0.0,10,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,10,0,0,1000000,0.1,0,10,0,0.9999999999999999,0.0,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,10,30,0,1000000,0.1,10,10,0,0.9940000000000002,2981.9999999999995,3018.0000000000005,10,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,10,30,0,1000000,0.1,30,20,0,1.990383754577032,4983.327292856162,24.076210510002056,10,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,10,30,0,1000000,0.1,50,20,0,1.9939812598192166,7685.226698818012,23.197501231706156,10,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,10,30,0,1000000,0.1,0,10,0,0.9999846094106303,4521.687308580872,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,10,50,0,1000000,0.1,10,10,0,0.9899999999999999,4950.0,5050.0,10,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,10,50,0,1000000,0.1,30,20,0,1.9839394155844692,8265.617110313437,66.91264879546725,10,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,10,50,0,1000000,0.1,50,20,0,1.989947626100107,12711.738757205321,64.21432867313524,10,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,10,50,0,1000000,0.1,0,10,0,0.9999569863564762,7464.092938954939,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,10,100,0,1000000,0.1,10,10,0,0.9799999999999999,9800.0,10200.0,10,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,10,100,0,1000000,0.1,30,20,0,1.9677113954617882,16332.738327853607,268.0074578570275,10,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,10,100,0,1000000,0.1,50,20,0,1.9797872976339923,24945.550474757274,254.68240335967494,10,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,10,100,0,1000000,0.1,0,10,0,0.9998252794904977,14574.013425553689,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,15,0,0,1000000,0.1,15,15,0,0.9999999999999999,0.0,1.4551915228366852e-10,15,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,15,0,0,1000000,0.1,42,27,0,1.6711311718630109,0.0,1.8917489796876907e-10,15,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,15,0,0,1000000,0.1,70,27,1,1.6666666666666665,0.0,89463.34230353181,15,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,15,0,0,1000000,0.1,0,14,0,0.9390671184932526,0.0,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,15,30,0,1000000,0.1,15,15,0,0.9940000000000003,2982.0000000000005,3018.000000000145,15,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,15,30,0,1000000,0.1,42,27,0,1.66268995511116,4138.594084133419,839.5969146287725,15,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,15,30,0,1000000,0.1,70,28,0,1.7283028042057569,6904.095172567762,1085.3556988497985,15,,O2,LAMBDAMART,K_SENSITIVITY
,2023-10-30,15,30,0,1000000,0.1,0,15,0,0.9992619215010005,4408.289725069309,,0,True,O2,LAMBDAMART,K_SENSITIVITY
2023-02-02,2023-02-03,15,50,0,1000000,0.1,15,15,0,0.9900000000000004,4950.0,5050.0,15,,O2,LAMBDAMART,K_SENSITIVITY
2023-05-05,2023-05-08,15,50,0,1000000,0.1,42,27,0,1.6570399154666933,6863.490960285942,1420.5472167341932,15,,O2,LAMBDAMART,K_SENSITIVITY
2023-08-03,2023-08-04,15,50,0,1000000,0.1,70,28,0,1.724927672700828,11425.341900808335,1821.9867630292956,15,,O2,LAMBDAMART,K_SENSITIVITY
