architecture,mean_net_return,mean_sharpe,worst_daily_maxdd,worst_day,mean_turnover,mean_fill_rate,mean_cash
ENSEMBLE_50_50,0.662425821236672,2.250777526295161,-0.28319403449392366,-0.09073442332196269,1.2274750147721123,1.0,0.003190538659020332
LAMBDAMART,0.6864277492794972,2.6291682737978457,-0.30367719010744687,-0.09136156923324823,1.2116555046005852,1.0,0.0033302914213390465
LGBM_REGRESSION,0.7266608986002102,2.1406749339887345,-0.27184613536277114,-0.0894157974215688,1.2374149901594547,1.0,0.0031676054210855466
