outer_fold,architecture,family,case,signal_dates,observations,rank_ic_mean,rank_ic_median,positive_ic_ratio,ndcg_at_10_mean,top_k_spread_raw_mean,prediction_dispersion_mean,net_return,cagr,sharpe,daily_maxdd,worst_day,daily_observations,mean_turnover_two_sided,total_turnover_two_sided,attempted_trades,filled_trades,unfilled_trades,fill_rate,terminal_liquidation_cost_try,mean_cash_weight,mean_holdings,adv_missing_checks,order_adv_median,order_adv_p90,order_adv_p95,order_adv_max,order_adv_gt_10pct
O1,LAMBDAMART,FEATURE_NOISE,MODERATE,3,186,0.06338983047633096,0.055234826507295574,0.6666666666666666,0.6269292626293258,0.07188123818428924,0.559898584692782,1.8923657747830536,3.4233825411530354,5.501859693754352,-0.0820090892870905,-0.08057683462101872,180,1.1516484395630988,4.606593758252395,43,43,0,1.0,14485.86101924339,0.003400524865634391,10.0,0,0.00044890279756540775,0.004019747766108019,0.007093406263145737,0.015042210308015435,0.0
O1,LAMBDAMART,RANK_NOISE,MILD,3,186,0.04684557794471841,0.04013056835637481,0.6666666666666666,0.5990038199336346,0.03932872494241737,0.5656692910033833,1.781573449456761,3.1880006962042486,5.253332972861535,-0.12838500799451047,-0.07397121399350659,180,1.1114345507220553,4.445738202888221,42,42,0,1.0,13939.495698844406,0.0036430419122975557,10.0,0,0.0002921950106968226,0.003456889078159179,0.014384217928323768,0.015042210308015435,0.0
O1,LAMBDAMART,RANK_NOISE,MODERATE,3,186,0.04602174883732709,0.043730798771121356,0.6666666666666666,0.5993114256039959,0.03445106464002676,0.5671071637400354,1.6850540403507495,2.985971996595187,4.929282943485715,-0.12838500799451047,-0.07397121399350659,180,1.1114100742932012,4.445640297172805,42,42,0,1.0,13454.473542532789,0.003669223298878985,10.0,0,0.0002921950106968226,0.003456889078159179,0.014384217928323768,0.015042210308015435,0.0
O1,LAMBDAMART,PARAMETER,LOW_COMPLEXITY,3,186,0.043931927321459674,0.07724632138699397,0.6666666666666666,0.6463103415552786,0.043673841787845995,0.4842424373263483,1.923113351117605,3.4893546915920854,5.570983913644637,-0.09003009266764672,-0.07397121399350659,180,1.1561110524061393,4.624444209624557,43,43,0,1.0,14648.972213800176,0.0033403146969805558,10.0,0,0.00041330556840006393,0.004084979514551872,0.007211166754929009,0.015042210308015435,0.0
O1,LAMBDAMART,PARAMETER,HIGH_COMPLEXITY,3,186,0.046847657123796384,0.04474154803250081,0.6666666666666666,0.5853705742275136,0.05211961264096071,0.601199924258725,1.781573449456761,3.1880006962042486,5.253332972861535,-0.12838500799451047,-0.07397121399350659,180,1.1114345507220553,4.445738202888221,42,42,0,1.0,13939.495698844406,0.0036430419122975557,10.0,0,0.0002921950106968226,0.003456889078159179,0.014384217928323768,0.015042210308015435,0.0
O2,LGBM_REGRESSION,BASE,BASE,4,263,-0.046323671561458744,-0.04720866151473532,0.25,0.5123000283254365,-0.0014556105704546102,0.07538515639229854,0.9402040101892519,1.5292185421654252,2.134002697098401,-0.27184613536277114,-0.088937811333204,180,1.3188514788184196,5.275405915273678,46,46,0,1.0,9742.264861514599,0.0025899242868795825,10.0,0,0.00019705187401650078,0.0038578610202952145,0.00824900101397986,0.019754842659131102,0.0
O2,LGBM_REGRESSION,ABLATION,WITHOUT_mom_12_1,4,263,-0.027745761493047104,-0.08526755274223642,0.25,0.5405186171124643,-0.03250736004895272,0.07168610824017214,0.6240084620734239,0.9716217615724312,1.6175056821218352,-0.2505333503015159,-0.08749044224474645,180,1.3648623555754504,5.459449422301802,47,47,0,1.0,8152.882948813766,0.0023185109136669635,10.0,0,0.00017832279032028558,0.0026393085492873005,0.0038875650446488176,0.019754842659131102,0.0
O2,LGBM_REGRESSION,ABLATION,WITHOUT_mom_63,4,263,-0.03371621516121742,-0.01727953551038874,0.25,0.5533864575073626,0.04804820213645158,0.05708191465348461,1.1761646982911858,1.9700821743268029,2.490260511263994,-0.2648344368395543,-0.07739926298022737,180,1.394326353121806,5.577305412487224,48,48,0,1.0,10920.292499128225,0.001960563320688548,10.0,0,0.00011571305096161592,0.003047548913140141,0.0038378137830244255,0.010465190254690431,0.0
O2,LGBM_REGRESSION,ABLATION,WITHOUT_vol_63,4,263,0.02756683978237598,0.05182040645283684,0.75,0.5426892974905075,0.023101772311454827,0.08031428782589518,0.8551538451337828,1.3753734784401956,2.1510123614476964,-0.24419229335717363,-0.09160182773227843,180,1.3320073580780696,5.328029432312278,46,46,0,1.0,9314.644121621322,0.002510560757765004,10.0,0,0.0001756977518897882,0.0033219827409396007,0.003702763999998693,0.009033338819205662,0.0
O2,LGBM_REGRESSION,FEATURE_NOISE,MILD,4,263,-0.05376412856279315,-0.058217451171750804,0.25,0.5141146826446215,-0.0050096008851241505,0.07439176120063573,1.0760592837101344,1.7805816438785107,2.362200515979176,-0.29856162213119786,-0.07401907514944295,180,1.3269739604194994,5.307895841677998,46,46,0,1.0,10424.432950605371,0.002433201693498687,10.0,0,0.00020600616062823305,0.0038578610202952145,0.00824900101397986,0.019754842659131102,0.0
