date,nav,outer_fold,architecture,cost_bps
2023-10-04,1.9153444168054885,O2,LGBM_REGRESSION,30
2023-10-05,1.9258948997599725,O2,LGBM_REGRESSION,30
2023-10-06,1.910241520710064,O2,LGBM_REGRESSION,30
2023-10-09,1.8414707987688645,O2,LGBM_REGRESSION,30
2023-10-10,1.886543294094346,O2,LGBM_REGRESSION,30
2023-10-11,1.8355470195986707,O2,LGBM_REGRESSION,30
2023-10-12,1.8047458329318817,O2,LGBM_REGRESSION,30
2023-10-13,1.7600615916366273,O2,LGBM_REGRESSION,30
2023-10-16,1.718463403750272,O2,LGBM_REGRESSION,30
2023-10-17,1.7812284424733593,O2,LGBM_REGRESSION,30
2023-10-18,1.7776336828909454,O2,LGBM_REGRESSION,30
2023-10-19,1.7943675771727783,O2,LGBM_REGRESSION,30
2023-10-20,1.7308687480395888,O2,LGBM_REGRESSION,30
2023-10-23,1.8181367150658003,O2,LGBM_REGRESSION,30
2023-10-24,1.9017802325939688,O2,LGBM_REGRESSION,30
2023-10-25,1.7603255635160793,O2,LGBM_REGRESSION,30
2023-10-26,1.8586719664155533,O2,LGBM_REGRESSION,30
2023-10-27,1.9209659690887408,O2,LGBM_REGRESSION,30
2023-10-30,1.973134584706065,O2,LGBM_REGRESSION,30
2023-02-02,1.0,O2,LGBM_REGRESSION,50
2023-02-03,1.0385501525386507,O2,LGBM_REGRESSION,50
2023-02-06,1.0197434703062345,O2,LGBM_REGRESSION,50
2023-02-07,0.9281513562052336,O2,LGBM_REGRESSION,50
2023-02-08,0.8580843239684645,O2,LGBM_REGRESSION,50
2023-02-15,1.0086984842309088,O2,LGBM_REGRESSION,50
2023-02-16,1.008387226081138,O2,LGBM_REGRESSION,50
2023-02-17,1.0200133402503229,O2,LGBM_REGRESSION,50
2023-02-20,1.0687054888533118,O2,LGBM_REGRESSION,50
2023-02-21,1.0843036141725504,O2,LGBM_REGRESSION,50
2023-02-22,1.0591632353434175,O2,LGBM_REGRESSION,50
2023-02-23,1.0740874380452388,O2,LGBM_REGRESSION,50
2023-02-24,1.0840183641015824,O2,LGBM_REGRESSION,50
2023-02-27,1.0797618239138267,O2,LGBM_REGRESSION,50
2023-02-28,1.0876810749798345,O2,LGBM_REGRESSION,50
2023-03-01,1.1014870802724264,O2,LGBM_REGRESSION,50
2023-03-02,1.1141211374424926,O2,LGBM_REGRESSION,50
2023-03-03,1.100053602554274,O2,LGBM_REGRESSION,50
2023-03-06,1.134660638504799,O2,LGBM_REGRESSION,50
2023-03-07,1.1487276868359981,O2,LGBM_REGRESSION,50
2023-03-08,1.1456554964269128,O2,LGBM_REGRESSION,50
2023-03-09,1.153636015884706,O2,LGBM_REGRESSION,50
2023-03-10,1.1468789183528088,O2,LGBM_REGRESSION,50
2023-03-13,1.127059496173555,O2,LGBM_REGRESSION,50
2023-03-14,1.0981542652674119,O2,LGBM_REGRESSION,50
2023-03-15,1.0655363488370595,O2,LGBM_REGRESSION,50
2023-03-16,1.0805592855657,O2,LGBM_REGRESSION,50
2023-03-17,1.067319540679345,O2,LGBM_REGRESSION,50
2023-03-20,1.0330000479868868,O2,LGBM_REGRESSION,50
2023-03-21,1.0212562164841987,O2,LGBM_REGRESSION,50
2023-03-22,1.0456390484510294,O2,LGBM_REGRESSION,50
2023-03-23,1.0543028656393256,O2,LGBM_REGRESSION,50
2023-03-24,1.0354358214199186,O2,LGBM_REGRESSION,50
2023-03-27,1.0270162827698968,O2,LGBM_REGRESSION,50
2023-03-28,0.9844127914376554,O2,LGBM_REGRESSION,50
2023-03-29,0.9891841315873386,O2,LGBM_REGRESSION,50
2023-03-30,0.9868408895405638,O2,LGBM_REGRESSION,50
2023-03-31,0.9749316989516512,O2,LGBM_REGRESSION,50
2023-04-03,0.9752705998293683,O2,LGBM_REGRESSION,50
2023-04-04,0.9997721089393241,O2,LGBM_REGRESSION,50
2023-04-05,0.9912826816691379,O2,LGBM_REGRESSION,50
2023-04-06,0.9793689792025109,O2,LGBM_REGRESSION,50
2023-04-07,0.9913999328159564,O2,LGBM_REGRESSION,50
2023-04-10,1.0184823185239942,O2,LGBM_REGRESSION,50
2023-04-11,1.027904072798822,O2,LGBM_REGRESSION,50
2023-04-12,1.0308418932510048,O2,LGBM_REGRESSION,50
2023-04-13,1.0272504929690813,O2,LGBM_REGRESSION,50
2023-04-14,1.0228279459487812,O2,LGBM_REGRESSION,50
2023-04-17,1.0152774421662047,O2,LGBM_REGRESSION,50
2023-04-18,0.9992237599342535,O2,LGBM_REGRESSION,50
2023-04-19,0.9997649952494814,O2,LGBM_REGRESSION,50
2023-04-20,0.9922119053968691,O2,LGBM_REGRESSION,50
2023-04-24,0.9895577645092024,O2,LGBM_REGRESSION,50
2023-04-25,0.9684280362709758,O2,LGBM_REGRESSION,50
2023-04-26,0.9459195623474944,O2,LGBM_REGRESSION,50
2023-04-27,0.9392452568062057,O2,LGBM_REGRESSION,50
2023-04-28,0.9105382271313808,O2,LGBM_REGRESSION,50
2023-05-02,0.8737836376305456,O2,LGBM_REGRESSION,50
2023-05-03,0.8547526978255691,O2,LGBM_REGRESSION,50
2023-05-04,0.8587390572303888,O2,LGBM_REGRESSION,50
2023-05-05,0.846771234570179,O2,LGBM_REGRESSION,50
2023-05-08,0.8695376933301878,O2,LGBM_REGRESSION,50
2023-05-09,0.8570165073341814,O2,LGBM_REGRESSION,50
2023-05-10,0.8373021677056444,O2,LGBM_REGRESSION,50
2023-05-11,0.8902635025625941,O2,LGBM_REGRESSION,50
2023-05-12,0.8740170341442547,O2,LGBM_REGRESSION,50
2023-05-15,0.8504552401696159,O2,LGBM_REGRESSION,50
2023-05-16,0.887025926862482,O2,LGBM_REGRESSION,50
2023-05-17,0.9048319804453725,O2,LGBM_REGRESSION,50
2023-05-18,0.8729225321399926,O2,LGBM_REGRESSION,50
2023-05-22,0.8834766635697856,O2,LGBM_REGRESSION,50
2023-05-23,0.8973403783257019,O2,LGBM_REGRESSION,50
2023-05-24,0.9007797095091794,O2,LGBM_REGRESSION,50
2023-05-25,0.9186494921852698,O2,LGBM_REGRESSION,50
2023-05-26,0.9499135273539672,O2,LGBM_REGRESSION,50
2023-05-29,0.9966634488777916,O2,LGBM_REGRESSION,50
2023-05-30,1.0327003390636433,O2,LGBM_REGRESSION,50
2023-05-31,1.0097296858046227,O2,LGBM_REGRESSION,50
2023-06-01,1.0298813499371162,O2,LGBM_REGRESSION,50
2023-06-02,1.0586426251045395,O2,LGBM_REGRESSION,50
2023-06-05,1.086577639203956,O2,LGBM_REGRESSION,50
2023-06-06,1.071640435963276,O2,LGBM_REGRESSION,50
2023-06-07,1.0973301145444174,O2,LGBM_REGRESSION,50
2023-06-08,1.089937294574847,O2,LGBM_REGRESSION,50
2023-06-09,1.1310355458551218,O2,LGBM_REGRESSION,50
2023-06-12,1.1241593850075184,O2,LGBM_REGRESSION,50
2023-06-13,1.0941688856421758,O2,LGBM_REGRESSION,50
2023-06-14,1.0779140482202476,O2,LGBM_REGRESSION,50
2023-06-15,1.1032616570684703,O2,LGBM_REGRESSION,50
2023-06-16,1.101896144232407,O2,LGBM_REGRESSION,50
2023-06-19,1.064982446665778,O2,LGBM_REGRESSION,50
2023-06-20,1.0448485775798657,O2,LGBM_REGRESSION,50
2023-06-21,1.048396844243941,O2,LGBM_REGRESSION,50
2023-06-22,1.083528932017186,O2,LGBM_REGRESSION,50
2023-06-23,1.1208454020614194,O2,LGBM_REGRESSION,50
2023-06-26,1.1656318153896392,O2,LGBM_REGRESSION,50
2023-06-27,1.1928177373581468,O2,LGBM_REGRESSION,50
2023-07-03,1.2378409382225386,O2,LGBM_REGRESSION,50
2023-07-04,1.2411037739665074,O2,LGBM_REGRESSION,50
2023-07-05,1.2608155819397278,O2,LGBM_REGRESSION,50
2023-07-06,1.28297764264738,O2,LGBM_REGRESSION,50
2023-07-07,1.2968128254539293,O2,LGBM_REGRESSION,50
2023-07-10,1.3314854944505747,O2,LGBM_REGRESSION,50
2023-07-11,1.3179867718464493,O2,LGBM_REGRESSION,50
2023-07-12,1.2887516060075133,O2,LGBM_REGRESSION,50
2023-07-13,1.2742164209564537,O2,LGBM_REGRESSION,50
2023-07-14,1.2893658623839488,O2,LGBM_REGRESSION,50
2023-07-17,1.3192844206054322,O2,LGBM_REGRESSION,50
2023-07-18,1.2727467043416743,O2,LGBM_REGRESSION,50
2023-07-19,1.335383543234509,O2,LGBM_REGRESSION,50
2023-07-20,1.3677961816103412,O2,LGBM_REGRESSION,50
2023-07-21,1.3743388559014318,O2,LGBM_REGRESSION,50
2023-07-24,1.355669605675983,O2,LGBM_REGRESSION,50
2023-07-25,1.3191583162847484,O2,LGBM_REGRESSION,50
2023-07-26,1.3624547382298184,O2,LGBM_REGRESSION,50
2023-07-27,1.3955018045887106,O2,LGBM_REGRESSION,50
2023-07-28,1.4081614686039012,O2,LGBM_REGRESSION,50
2023-07-31,1.4373506105343554,O2,LGBM_REGRESSION,50
2023-08-01,1.4266473332544152,O2,LGBM_REGRESSION,50
2023-08-02,1.432299686438861,O2,LGBM_REGRESSION,50
2023-08-03,1.4219310265417953,O2,LGBM_REGRESSION,50
2023-08-04,1.4455796255443214,O2,LGBM_REGRESSION,50
2023-08-07,1.4776039013352775,O2,LGBM_REGRESSION,50
2023-08-08,1.4707319683628375,O2,LGBM_REGRESSION,50
2023-08-09,1.4937449557179712,O2,LGBM_REGRESSION,50
2023-08-10,1.4743804910023506,O2,LGBM_REGRESSION,50
2023-08-11,1.5320920135707137,O2,LGBM_REGRESSION,50
2023-08-14,1.51403257986161,O2,LGBM_REGRESSION,50
2023-08-15,1.5126777941642564,O2,LGBM_REGRESSION,50
2023-08-16,1.501954477660061,O2,LGBM_REGRESSION,50
2023-08-17,1.5223689109155814,O2,LGBM_REGRESSION,50
2023-08-18,1.4584980028947199,O2,LGBM_REGRESSION,50
2023-08-21,1.511761183818373,O2,LGBM_REGRESSION,50
2023-08-22,1.5238997848622917,O2,LGBM_REGRESSION,50
2023-08-23,1.481881023479377,O2,LGBM_REGRESSION,50
2023-08-24,1.432674696319096,O2,LGBM_REGRESSION,50
2023-08-25,1.4723502903222614,O2,LGBM_REGRESSION,50
2023-08-28,1.514460931077073,O2,LGBM_REGRESSION,50
2023-08-29,1.5232354570874858,O2,LGBM_REGRESSION,50
2023-08-31,1.5810305707530623,O2,LGBM_REGRESSION,50
2023-09-01,1.6280982155769395,O2,LGBM_REGRESSION,50
2023-09-04,1.6580352141619774,O2,LGBM_REGRESSION,50
2023-09-05,1.6925597307927953,O2,LGBM_REGRESSION,50
2023-09-06,1.7373764331840786,O2,LGBM_REGRESSION,50
2023-09-07,1.7747534886583345,O2,LGBM_REGRESSION,50
2023-09-08,1.7674806471189388,O2,LGBM_REGRESSION,50
2023-09-11,1.7371791041660225,O2,LGBM_REGRESSION,50
2023-09-12,1.7534233951981941,O2,LGBM_REGRESSION,50
2023-09-13,1.7538405725862911,O2,LGBM_REGRESSION,50
2023-09-14,1.7894909050397774,O2,LGBM_REGRESSION,50
2023-09-15,1.7353713922178666,O2,LGBM_REGRESSION,50
2023-09-18,1.7053766444283853,O2,LGBM_REGRESSION,50
2023-09-19,1.7547550832954464,O2,LGBM_REGRESSION,50
2023-09-20,1.7967827463181454,O2,LGBM_REGRESSION,50
2023-09-21,1.8957343396202808,O2,LGBM_REGRESSION,50
2023-09-22,1.963085560584841,O2,LGBM_REGRESSION,50
2023-09-25,2.0811562931436858,O2,LGBM_REGRESSION,50
2023-09-26,1.977116708580565,O2,LGBM_REGRESSION,50
2023-09-27,1.9294979126383514,O2,LGBM_REGRESSION,50
2023-09-28,1.8735386885985308,O2,LGBM_REGRESSION,50
2023-09-29,1.8461783431459895,O2,LGBM_REGRESSION,50
2023-10-02,1.896145318137618,O2,LGBM_REGRESSION,50
2023-10-03,1.9402437757816369,O2,LGBM_REGRESSION,50
2023-10-04,1.9022530568345701,O2,LGBM_REGRESSION,50
2023-10-05,1.9127598748399013,O2,LGBM_REGRESSION,50
2023-10-06,1.897171279933357,O2,LGBM_REGRESSION,50
2023-10-09,1.8286851771977195,O2,LGBM_REGRESSION,50
