date,nav,cash_weight,holdings,outer_fold,architecture,case,k,cost_bps,delay_sessions,capital_try,adv_limit_pct
2022-04-14,1.3744945039300904,0.007420909993335843,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-04-15,1.4021507439821514,0.007274538806741767,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-04-18,1.3997340414146306,0.007287098618885804,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-04-19,1.3914127462746084,0.0073306788566582055,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-04-20,1.4092668113508355,0.007237806154125573,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-04-21,1.4184587818033918,0.00719090334583567,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-04-22,1.3776124572955348,0.007404114231098177,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-04-25,1.3743793088569243,0.007421531984851673,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-04-26,1.3545811212229628,0.007530003068986438,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-04-27,1.3737884989281157,0.007424723680507185,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-04-28,1.3826328214454706,0.007377229761793468,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-04-29,1.3851483829418785,0.007363832009345094,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-05,1.4175148862014555,0.007195691628560709,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-06,1.4130338013739632,0.007218510972690131,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-09,1.412208680705736,0.007222728580667455,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-10,1.4264304526079046,0.007150716658741836,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-11,1.4096620612129993,0.0072357767727841155,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-12,1.3819379518770827,0.007380939199292824,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-13,1.4245406998351229,0.007160202584019224,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-16,1.4199855782712565,0.007183171544895449,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-17,1.4200762307930774,0.007182712997247726,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-18,1.4060925667992623,0.00725414545303985,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-20,1.4062459247323424,0.007253354353322955,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-23,1.3784279584560266,0.004184248021902647,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-24,1.3914667553786533,0.004145039352331059,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-25,1.4296718440894194,0.00403427155843477,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-26,1.4485001700605353,0.003981832089300957,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-27,1.4296094691245673,0.004034447576817479,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-30,1.4726009253188568,0.003916664969673354,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-05-31,1.503083593478339,0.0038372346578261357,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-01,1.5314184590270434,0.003766236735953488,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-02,1.5472944104220712,0.003727593417035368,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-03,1.5982559661214661,0.0036087363856376143,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-06,1.6492804708028506,0.0034970913441406916,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-07,1.6640856269099178,0.0034659781715770787,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-08,1.6065809510321076,0.0035900366270368318,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-09,1.6414258198621305,0.003513825838921787,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-10,1.6326856351863217,0.003532636249259782,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-13,1.595025159761019,0.0036160460687460873,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-14,1.598672736026173,0.003607795597266323,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-15,1.6154392747582946,0.0035703505223790635,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-16,1.6039416481502446,0.003595944070132819,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-17,1.6414990131936293,0.0035136691598026465,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-20,1.6567589806611103,0.003481305685274394,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-21,1.670117585863323,0.003453460108033939,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-22,1.6546724497751886,0.0034856955884462557,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-23,1.6438436923379245,0.0035086574747882245,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-24,1.6429638056576799,0.0035105365307765398,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-27,1.6213798318359243,0.003557269151407944,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-28,1.6036018358511714,0.003596706071020129,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-29,1.5659970716837464,0.0036830748682713495,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-06-30,1.5727571814934884,0.0036672440770723087,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-01,1.6097902360165823,0.003582879514027268,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-04,1.579370616652726,0.0036518879088233277,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-05,1.555397340463009,0.003708174309201284,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-06,1.5793537534140294,0.003651926901137346,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-07,1.6033863038751213,0.003597189550993037,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-08,1.602206385723271,0.003599838641200568,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-13,1.599215192508901,0.003606571826932435,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-14,1.579998782218575,0.0036504360151506997,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-18,1.6141180079631428,0.0035732731002630844,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-19,1.642694036069986,0.0035111130447053043,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-20,1.6505837752795762,0.0034943300333410837,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-21,1.6521946285804274,0.0034909231386743775,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-22,1.6564082322880234,0.0034820428600127983,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-25,1.6732018030218712,0.0034470943361931943,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-26,1.6575477926017539,0.0034796489635160036,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-27,1.6454055115507769,0.003505327056470689,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-28,1.620009757580481,0.0035602776042035033,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-07-29,1.6519421021379483,0.0034914567835279326,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-01,1.6747382692126682,0.0034439318456706966,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-02,1.6732637000335986,0.003446966822019219,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-03,1.7182401696070253,0.0033567393898281672,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-04,1.7569962667567443,0.003282695909850483,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-05,1.786203406409977,0.0032290188439944726,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-08,1.8283450011867406,0.0031545930635417546,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-09,1.8290961322904735,0.0031532976078640484,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-10,1.8659202603882534,0.0030910669555111723,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-11,1.8903869174793364,0.0030510602909776955,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-12,1.8721132193535703,0.0030808416920940713,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-15,1.8990569879975965,0.0030371307943667845,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-16,1.936766296257903,0.00297799712316808,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-17,1.9664029452083838,0.0029331142289830735,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-18,1.9476573997926359,0.002205979451496203,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-19,1.9577419225778179,0.0021946162325827702,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-22,2.0118151011631276,0.002135629760415393,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-23,2.0522253275673985,0.002093577223116099,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-24,2.036939028262191,0.0021092885662673077,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-25,2.1072016489665755,0.0020389563593043824,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-26,2.099138327167149,0.002046788506927663,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-29,2.090959754612808,0.0020547943082207623,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-08-31,2.0790660837663237,0.002066549128017031,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-01,2.069904147298731,0.0020756962142928666,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-02,2.1028870817474705,0.0020431397576168254,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-05,2.168138621925871,0.0019816501394549564,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-06,2.2191818502337415,0.0019360703594635744,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-07,2.1802195242074305,0.001970669537994791,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-08,2.229076038893914,0.001927476733646572,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-09,2.3015654161584798,0.0018667695353488207,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-12,2.4012678412778583,0.001789259877070048,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-13,2.2622653331407565,0.001899199063680191,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-14,2.234052439041841,0.0019231832375160342,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-15,2.172160895941137,0.0019779806415470566,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-16,2.199594349586922,0.0019533111654446425,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-19,2.1013403554915397,0.0020446436443619606,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-20,2.1421360253827593,0.0020057046572144635,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-21,2.170324459656178,0.0019796543246707586,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-22,2.2009358943848687,0.001952120556286302,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-23,2.186528167807294,0.001964983696873986,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-26,2.1647248123539597,0.00198477523700807,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-27,2.190183931914326,0.0019617038276514703,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-28,2.150164084235065,0.0019982159659343328,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-29,2.113483202365975,0.002032896309602697,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-09-30,2.1310732744348644,0.0020161165991049554,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
2022-10-03,2.246331108894867,0.0019126709261533738,10,O1,LGBM_REGRESSION,K_SENSITIVITY,10,100,0,1000000,0.1
