outer_fold,architecture,inner_validation_year,target_family,horizon_sessions,train_observations,train_last_label_end,signal_dates,observations,rank_ic_mean,rank_ic_median,positive_ic_ratio,ndcg_at_10_mean,top_k_spread_raw_mean,prediction_dispersion_mean
O2,RIDGE,2022,BETA_RESIDUAL,20,777,2021-12-28,4,252,-0.04412593603700957,-0.025691613494032872,0.5,0.49139689537232817,-0.04463221541026134,0.038337521482121745
O2,RIDGE,2022,BETA_RESIDUAL,40,715,2021-11-02,3,186,0.04527727840711287,-0.011664746543778803,0.3333333333333333,0.6623525512540983,0.10748429530315272,0.03921423295241067
O2,RIDGE,2022,BETA_RESIDUAL,60,659,2021-11-30,3,186,0.12660221068263403,0.09634216589861752,1.0,0.6761893956367061,0.21445071907674182,0.027695352976666848
O2,RIDGE,2022,VOL_SCALED,20,777,2021-12-28,4,252,-0.07120044636431638,-0.04067130511194833,0.5,0.4491290348591606,-0.10109774165711231,0.027791564374430564
O2,RIDGE,2022,VOL_SCALED,40,715,2021-11-02,3,186,0.02479473340364359,0.02059331797235023,0.6666666666666666,0.6481377888466683,0.10899458373529029,0.038891261716060305
O2,RIDGE,2022,VOL_SCALED,60,659,2021-11-30,3,186,0.12790635238610262,0.14074500768049156,0.6666666666666666,0.6595486902972993,0.25670552763645826,0.026542484894657197
O2,LGBM_REGRESSION,2021,RAW,20,476,2020-10-13,4,241,-0.02429339234284304,0.06479472195315475,0.5,0.4195346724041522,-0.009022162846062748,0.04687671052623647
O2,LGBM_REGRESSION,2021,RAW,40,475,2020-11-11,3,180,0.04113803553961738,0.05911797576356646,0.6666666666666666,0.44415057019601134,0.0014778301678572137,0.08952832206817674
O2,LGBM_REGRESSION,2021,RAW,60,419,2020-12-09,3,180,-0.1560462094611014,-0.21464593841941443,0.3333333333333333,0.428941667821318,-0.04300774830058653,0.11714736942942139
O2,LGBM_REGRESSION,2021,SECTOR_RELATIVE,20,476,2020-10-13,4,241,-0.07950130257458593,-0.0301831206973288,0.5,0.4338527372437673,-0.003413898010240994,0.025871493068205725
O2,LGBM_REGRESSION,2021,SECTOR_RELATIVE,40,475,2020-11-11,3,180,-0.07799014763485505,-0.023942278596452413,0.0,0.4759641948806805,-0.0179465430381875,0.05080417855551428
O2,LGBM_REGRESSION,2021,SECTOR_RELATIVE,60,419,2020-12-09,3,180,-0.15187583098913401,-0.16067187657410226,0.0,0.45512821432204986,0.024134389809338897,0.06196669566654701
O2,LGBM_REGRESSION,2021,BETA_RESIDUAL,20,476,2020-10-13,4,241,0.0012205371596592453,0.05357214912705509,0.5,0.46582955837305395,0.0007059464352035779,0.03268979679880857
O2,LGBM_REGRESSION,2021,BETA_RESIDUAL,40,475,2020-11-11,3,180,0.0460258708188763,0.13574157726397268,0.6666666666666666,0.5234853077644076,0.047403080043098816,0.057321420490006804
O2,LGBM_REGRESSION,2021,BETA_RESIDUAL,60,419,2020-12-09,3,180,-0.13483262915774216,-0.13847789578327793,0.3333333333333333,0.45821645177771425,0.018146583375397554,0.07801919587165862
O2,LGBM_REGRESSION,2021,VOL_SCALED,20,476,2020-10-13,4,241,-0.010063049167729182,0.07030581833464554,0.5,0.49782239019976704,-0.02716255824242154,1.3231007952896057
O2,LGBM_REGRESSION,2021,VOL_SCALED,40,475,2020-11-11,3,180,0.08264142117595633,0.08967926846148007,0.6666666666666666,0.46938122599386856,0.011600951485978443,2.6610417065086516
O2,LGBM_REGRESSION,2021,VOL_SCALED,60,419,2020-12-09,3,180,-0.20674213569851116,-0.1716151445613706,0.0,0.38315828799860085,-0.0802522664593638,3.885549785991929
O2,LGBM_REGRESSION,2022,RAW,20,777,2021-12-28,4,252,0.2302016164759733,0.15811295085174942,1.0,0.6616388664670648,0.048264296102517,0.047647708170460615
O2,LGBM_REGRESSION,2022,RAW,40,715,2021-11-02,3,186,0.21392247480459659,0.27993999418083737,0.6666666666666666,0.6748312595752828,0.09915402081091458,0.051190439690988694
O2,LGBM_REGRESSION,2022,RAW,60,659,2021-11-30,3,186,0.1192183314267844,0.1278398523718344,0.6666666666666666,0.5923482212392825,0.015589178486344038,0.048568846440025217
O2,LGBM_REGRESSION,2022,SECTOR_RELATIVE,20,777,2021-12-28,4,252,0.17696857137525945,0.10801032437305626,0.75,0.6571264602161796,0.03610231852522387,0.032004527976130445
O2,LGBM_REGRESSION,2022,SECTOR_RELATIVE,40,715,2021-11-02,3,186,0.1924055890903292,0.19937590014402304,1.0,0.7189883930582729,0.18074237381512392,0.04704163436746989
O2,LGBM_REGRESSION,2022,SECTOR_RELATIVE,60,659,2021-11-30,3,186,0.17160938103314974,0.1304817455549793,0.6666666666666666,0.6294766528817356,0.06774076803682255,0.043310091456942944
O2,LGBM_REGRESSION,2022,BETA_RESIDUAL,20,777,2021-12-28,4,252,0.17442528797272727,0.13929719376237576,0.75,0.6688204646030174,0.03294166267898455,0.033870248315460004
O2,LGBM_REGRESSION,2022,BETA_RESIDUAL,40,715,2021-11-02,3,186,0.19607761296979434,0.2176715754376216,1.0,0.7404953740906816,0.1637902152357695,0.04788238619821802
O2,LGBM_REGRESSION,2022,BETA_RESIDUAL,60,659,2021-11-30,3,186,0.16787337035904273,0.15959195929935588,0.6666666666666666,0.6509658467209186,0.03964386422597491,0.04916452091515163
O2,LGBM_REGRESSION,2022,VOL_SCALED,20,777,2021-12-28,4,252,0.198509186745664,0.14189932567917068,1.0,0.6158070598080332,0.10225463700265898,1.236208747785283
O2,LGBM_REGRESSION,2022,VOL_SCALED,40,715,2021-11-02,3,186,0.11966297860527653,0.2212620523791721,0.6666666666666666,0.5869024343805765,0.03719021116015627,1.5610395341833139
O2,LGBM_REGRESSION,2022,VOL_SCALED,60,659,2021-11-30,3,186,0.17512892903902524,0.13738809019150808,1.0,0.7460767046106964,0.054736598911888444,1.7777238954308192
O2,LAMBDAMART,2021,RAW,20,476,2020-10-13,4,241,-0.08318270416812354,-0.07516349285298611,0.5,0.4685174262025288,-0.019050343304833253,0.4490795306815657
O2,LAMBDAMART,2021,RAW,40,475,2020-11-11,3,180,-0.04378019987608453,-0.09344911450127741,0.3333333333333333,0.5030262703475877,-0.028996099895344716,0.43126995030166554
O2,LAMBDAMART,2021,RAW,60,419,2020-12-09,3,180,-0.09494785636217701,-0.17031150196728345,0.3333333333333333,0.43019200637173727,-0.014914082926843772,0.6580967739560765
O2,LAMBDAMART,2021,SECTOR_RELATIVE,20,476,2020-10-13,4,241,-0.095867117215243,-0.09334113287129334,0.25,0.5124307742351057,-0.006664026322518666,0.4599793077686056
O2,LAMBDAMART,2021,SECTOR_RELATIVE,40,475,2020-11-11,3,180,-0.07697071973091181,-0.08575080585726855,0.3333333333333333,0.45513339292149685,-0.03448788737708181,0.4375964331407562
O2,LAMBDAMART,2021,SECTOR_RELATIVE,60,419,2020-12-09,3,180,-0.06954143474836265,-0.017329794920636115,0.3333333333333333,0.528273317514965,0.04729528340544662,0.4812341345482694
O2,LAMBDAMART,2021,BETA_RESIDUAL,20,476,2020-10-13,4,241,-0.025146188791963543,0.013861409994223764,0.75,0.4970113294975227,0.0007593248171969937,0.4185391585606358
O2,LAMBDAMART,2021,BETA_RESIDUAL,40,475,2020-11-11,3,180,-0.0018252205878938794,-0.055327071980761644,0.3333333333333333,0.5055453620803344,-0.0022077770793860383,0.4093435286676505
O2,LAMBDAMART,2021,BETA_RESIDUAL,60,419,2020-12-09,3,180,-0.11146911850168933,-0.17341891768471707,0.3333333333333333,0.4535246618869173,0.018378939758183225,0.6586344431022662
O2,LAMBDAMART,2021,VOL_SCALED,20,476,2020-10-13,4,241,-0.1143876844170551,-0.10377455771134514,0.0,0.4943823593879544,-0.01981799223102138,0.46499754656138337
O2,LAMBDAMART,2021,VOL_SCALED,40,475,2020-11-11,3,180,-0.015504447258928104,-0.005612748163200222,0.3333333333333333,0.525553335284437,0.021495676786157696,0.46849185152694145
O2,LAMBDAMART,2021,VOL_SCALED,60,419,2020-12-09,3,180,-0.028739050518802198,0.0013341858168728008,0.6666666666666666,0.46210520601721483,0.005998308557918955,0.5403184936031065
O2,LAMBDAMART,2022,RAW,20,777,2021-12-28,4,252,0.21815716889131342,0.1809981048863305,1.0,0.6873906947395978,0.08770346915450797,0.420188571875181
O2,LAMBDAMART,2022,RAW,40,715,2021-11-02,3,186,0.11050241246668883,0.04656298003072197,1.0,0.6455759501203243,0.07940720547320293,0.6128974754108039
O2,LAMBDAMART,2022,RAW,60,659,2021-11-30,3,186,0.13712005406147085,0.06482892700312028,0.6666666666666666,0.6295616208792961,0.005713689050083182,0.5991471197712823
O2,LAMBDAMART,2022,SECTOR_RELATIVE,20,777,2021-12-28,4,252,0.20692931630127054,0.2318161959775571,0.75,0.6536475612051609,0.07935800773941458,0.3810915864211837
O2,LAMBDAMART,2022,SECTOR_RELATIVE,40,715,2021-11-02,3,186,0.09815895696663744,-0.0027603422842321684,0.3333333333333333,0.6046643129722123,0.036255480131112794,0.52901209117477
O2,LAMBDAMART,2022,SECTOR_RELATIVE,60,659,2021-11-30,3,186,0.0956066956322902,0.011089375089697928,0.6666666666666666,0.6021201683876655,0.025844155010857944,0.5800924312897454
O2,LAMBDAMART,2022,BETA_RESIDUAL,20,777,2021-12-28,4,252,0.15932128366696663,0.12941153396190616,1.0,0.7196359359700444,0.0690094144750317,0.33931203658112574
O2,LAMBDAMART,2022,BETA_RESIDUAL,40,715,2021-11-02,3,186,0.10741535641024758,0.06818918238277108,1.0,0.6531765591691838,0.06813886002080247,0.6354597875103822
O2,LAMBDAMART,2022,BETA_RESIDUAL,60,659,2021-11-30,3,186,0.12029300487193827,0.054724159040027476,0.6666666666666666,0.6573672907349309,0.10820559217533705,0.5947288695738381
O2,LAMBDAMART,2022,VOL_SCALED,20,777,2021-12-28,4,252,0.1905502319250803,0.24004368460675163,0.75,0.6667510771284004,0.030910670540168016,0.3095242152725963
O2,LAMBDAMART,2022,VOL_SCALED,40,715,2021-11-02,3,186,0.048744141306994705,0.046094013908139386,0.6666666666666666,0.6097528326093311,0.04799075531003478,0.5647673322172283
O2,LAMBDAMART,2022,VOL_SCALED,60,659,2021-11-30,3,186,0.1645701834895018,0.08035714285714286,1.0,0.6694437305703974,0.17792315093400912,0.5259208995670612
O3,FACTOR_COMPOSITE,2022,RAW,20,777,2021-12-28,4,252,0.038726962590533445,0.0316946906148509,0.5,0.5363759437265461,-0.020911013406916857,0.13700755388416722
O3,FACTOR_COMPOSITE,2022,RAW,40,715,2021-11-02,3,186,0.13592851721060042,0.15702231598948382,1.0,0.5703654872974857,0.09473655327384628,0.12982273567318545
O3,FACTOR_COMPOSITE,2022,RAW,60,659,2021-11-30,3,186,0.17622882021170175,0.16825705744844702,1.0,0.6135661174668571,0.2600199016318802,0.12982273567318545
O3,FACTOR_COMPOSITE,2022,SECTOR_RELATIVE,20,777,2021-12-28,4,252,0.04291199518862818,0.041385890494684656,0.5,0.5348032664407825,-0.020911013406916857,0.13700755388416722
O3,FACTOR_COMPOSITE,2022,SECTOR_RELATIVE,40,715,2021-11-02,3,186,0.1184126610191048,0.13553707324210756,1.0,0.5466117488035447,0.09473655327384628,0.12982273567318545
O3,FACTOR_COMPOSITE,2022,SECTOR_RELATIVE,60,659,2021-11-30,3,186,0.15380645525444495,0.18194039640487658,1.0,0.5946856811314407,0.2600199016318802,0.12982273567318545
O3,FACTOR_COMPOSITE,2022,BETA_RESIDUAL,20,777,2021-12-28,4,252,0.028786544328354577,0.01627977591873414,0.5,0.532142352641214,-0.020911013406916857,0.13700755388416722
O3,FACTOR_COMPOSITE,2022,BETA_RESIDUAL,40,715,2021-11-02,3,186,0.10066897200665359,0.12401426148932476,1.0,0.5608958699125691,0.09473655327384628,0.12982273567318545
O3,FACTOR_COMPOSITE,2022,BETA_RESIDUAL,60,659,2021-11-30,3,186,0.14047208390981225,0.11115512855113549,1.0,0.5984608313653105,0.2600199016318802,0.12982273567318545
O3,FACTOR_COMPOSITE,2022,VOL_SCALED,20,777,2021-12-28,4,252,0.0558103091399345,0.029246569176799086,0.5,0.5485979666182355,-0.020911013406916857,0.13700755388416722
O3,FACTOR_COMPOSITE,2022,VOL_SCALED,40,715,2021-11-02,3,186,0.09561603103214787,0.10766494624395673,1.0,0.5528126655683785,0.09473655327384628,0.12982273567318545
O3,FACTOR_COMPOSITE,2022,VOL_SCALED,60,659,2021-11-30,3,186,0.15220275707031844,0.15199203431041877,1.0,0.6110188879875155,0.2600199016318802,0.12982273567318545
O3,FACTOR_COMPOSITE,2023,RAW,20,1029,2022-12-09,4,263,-0.18318008219989973,-0.19687356911337933,0.25,0.3775867848592578,-0.07050570799521869,0.15775128426396903
O3,FACTOR_COMPOSITE,2023,RAW,40,962,2022-10-14,4,263,-0.09748869229142518,-0.11515545966323126,0.5,0.4090002477190858,-0.05489069959792051,0.15775128426396903
O3,FACTOR_COMPOSITE,2023,RAW,60,906,2022-11-11,3,196,0.005576540199031366,0.06851201492283035,0.6666666666666666,0.46774789277240975,0.05754435362620817,0.16267385762300665
O3,FACTOR_COMPOSITE,2023,SECTOR_RELATIVE,20,1029,2022-12-09,4,263,-0.1416066550191885,-0.19256318311561021,0.25,0.38507981887652243,-0.07050570799521869,0.15775128426396903
O3,FACTOR_COMPOSITE,2023,SECTOR_RELATIVE,40,962,2022-10-14,4,263,-0.05646008359374703,-0.056850154527579785,0.5,0.42368988747482955,-0.05489069959792051,0.15775128426396903
O3,FACTOR_COMPOSITE,2023,SECTOR_RELATIVE,60,906,2022-11-11,3,196,0.06373788600201365,0.08994930811306524,0.6666666666666666,0.48821032999258124,0.05754435362620817,0.16267385762300665
O3,FACTOR_COMPOSITE,2023,BETA_RESIDUAL,20,1029,2022-12-09,4,263,-0.16846546811647017,-0.17734276506517557,0.25,0.40476975682021804,-0.07050570799521869,0.15775128426396903
O3,FACTOR_COMPOSITE,2023,BETA_RESIDUAL,40,962,2022-10-14,4,263,-0.08628770862841989,-0.09591862062602349,0.25,0.4220365094736752,-0.05489069959792051,0.15775128426396903
O3,FACTOR_COMPOSITE,2023,BETA_RESIDUAL,60,906,2022-11-11,3,196,0.030120439094552063,0.08084537502254173,0.6666666666666666,0.4975250057623495,0.05754435362620817,0.16267385762300665
O3,FACTOR_COMPOSITE,2023,VOL_SCALED,20,1029,2022-12-09,4,263,-0.12539973139999605,-0.1327579982161085,0.25,0.39745340292768305,-0.07050570799521869,0.15775128426396903
O3,FACTOR_COMPOSITE,2023,VOL_SCALED,40,962,2022-10-14,4,263,-0.06307759614178055,-0.0583040780147419,0.5,0.4325500393741923,-0.05489069959792051,0.15775128426396903
O3,FACTOR_COMPOSITE,2023,VOL_SCALED,60,906,2022-11-11,3,196,0.06378532466046434,0.08226231445147297,0.6666666666666666,0.5107989157165013,0.05754435362620817,0.16267385762300665
O3,RIDGE,2022,RAW,20,777,2021-12-28,4,252,0.021896982543056956,0.02439461443676326,0.5,0.49621390091948014,0.018050968855158632,0.03342194304540498
O3,RIDGE,2022,RAW,40,715,2021-11-02,3,186,0.11722787535423662,0.02966589861751152,1.0,0.6862082123879011,0.12697018301637153,0.03827203458238374
O3,RIDGE,2022,RAW,60,659,2021-11-30,3,186,0.15104021683783989,0.1557699692780338,1.0,0.6791959027597133,0.22067536345762306,0.02757822072160206
O3,RIDGE,2022,SECTOR_RELATIVE,20,777,2021-12-28,4,252,0.015223513276807689,-0.008171837602077972,0.5,0.5085283614995935,0.02128048417343384,0.0216548399714563
O3,RIDGE,2022,SECTOR_RELATIVE,40,715,2021-11-02,3,186,0.09108717632851393,0.003168354859394606,0.6666666666666666,0.6826686415112064,0.1336332534256536,0.03421408790058237
O3,RIDGE,2022,SECTOR_RELATIVE,60,659,2021-11-30,3,186,0.13083083736089757,0.10258748991706475,1.0,0.691232867890049,0.21698420346490357,0.024824083390667755
O3,RIDGE,2022,BETA_RESIDUAL,20,777,2021-12-28,4,252,-0.04412593603700957,-0.025691613494032872,0.5,0.49139689537232817,-0.04463221541026134,0.038337521482121745
O3,RIDGE,2022,BETA_RESIDUAL,40,715,2021-11-02,3,186,0.04527727840711287,-0.011664746543778803,0.3333333333333333,0.6623525512540983,0.10748429530315272,0.03921423295241067
O3,RIDGE,2022,BETA_RESIDUAL,60,659,2021-11-30,3,186,0.12660221068263403,0.09634216589861752,1.0,0.6761893956367061,0.21445071907674182,0.027695352976666848
O3,RIDGE,2022,VOL_SCALED,20,777,2021-12-28,4,252,-0.07120044636431638,-0.04067130511194833,0.5,0.4491290348591606,-0.10109774165711231,0.027791564374430564
O3,RIDGE,2022,VOL_SCALED,40,715,2021-11-02,3,186,0.02479473340364359,0.02059331797235023,0.6666666666666666,0.6481377888466683,0.10899458373529029,0.038891261716060305
O3,RIDGE,2022,VOL_SCALED,60,659,2021-11-30,3,186,0.12790635238610262,0.14074500768049156,0.6666666666666666,0.6595486902972993,0.25670552763645826,0.026542484894657197
O3,RIDGE,2023,RAW,20,1029,2022-12-09,4,263,0.0046156101408480425,-0.009469394292491804,0.5,0.6284463105120788,0.10330063519532805,0.02554356453083654
O3,RIDGE,2023,RAW,40,962,2022-10-14,4,263,-0.17304185848267212,-0.10970548327879322,0.25,0.5164827441769472,0.02414890060367736,0.04619658887268144
O3,RIDGE,2023,RAW,60,906,2022-11-11,3,196,-0.09498153806191413,-0.009178705403463964,0.3333333333333333,0.5510384331562783,0.15354438481078808,0.029391530631316092
O3,RIDGE,2023,SECTOR_RELATIVE,20,1029,2022-12-09,4,263,-0.004105562944478735,-0.005534126650879791,0.5,0.5819437027997997,0.030292693058356933,0.025156743912294367
O3,RIDGE,2023,SECTOR_RELATIVE,40,962,2022-10-14,4,263,-0.15948727379921082,-0.11037088783932196,0.5,0.5182982969433552,0.03279696549641904,0.0420140892207644
O3,RIDGE,2023,SECTOR_RELATIVE,60,906,2022-11-11,3,196,-0.05032230925982999,0.03531947163286837,0.6666666666666666,0.5487552615548373,0.12279291536461896,0.027838003580433302
O3,RIDGE,2023,BETA_RESIDUAL,20,1029,2022-12-09,4,263,-0.06100374936480815,-0.024324584628791772,0.5,0.5658041059781649,0.05334677568150355,0.020031739855462586
O3,RIDGE,2023,BETA_RESIDUAL,40,962,2022-10-14,4,263,-0.18226970719965602,-0.105259490290219,0.0,0.4684125518797797,-0.03192111623682402,0.04423171227556209
O3,RIDGE,2023,BETA_RESIDUAL,60,906,2022-11-11,3,196,-0.04771356261893377,0.059940937026099456,0.6666666666666666,0.5509030687776535,0.043194004804960225,0.02702758005949649
O3,RIDGE,2023,VOL_SCALED,20,1029,2022-12-09,4,263,0.031732506692237226,0.13449652796296005,0.75,0.5236947633815123,-0.057770200712116415,0.02258247232718049
O3,RIDGE,2023,VOL_SCALED,40,962,2022-10-14,4,263,-0.17349172124676424,-0.09999386039772346,0.0,0.4446413822186827,-0.022187549960603216,0.03889678520628956
O3,RIDGE,2023,VOL_SCALED,60,906,2022-11-11,3,196,0.05384318806144687,0.15168808364594144,0.6666666666666666,0.5577188087546538,0.11779228205130504,0.024552896847129763
O3,LGBM_REGRESSION,2022,RAW,20,777,2021-12-28,4,252,0.2302016164759733,0.15811295085174942,1.0,0.6616388664670648,0.048264296102517,0.047647708170460615
O3,LGBM_REGRESSION,2022,RAW,40,715,2021-11-02,3,186,0.21392247480459659,0.27993999418083737,0.6666666666666666,0.6748312595752828,0.09915402081091458,0.051190439690988694
O3,LGBM_REGRESSION,2022,RAW,60,659,2021-11-30,3,186,0.1192183314267844,0.1278398523718344,0.6666666666666666,0.5923482212392825,0.015589178486344038,0.048568846440025217
O3,LGBM_REGRESSION,2022,SECTOR_RELATIVE,20,777,2021-12-28,4,252,0.17696857137525945,0.10801032437305626,0.75,0.6571264602161796,0.03610231852522387,0.032004527976130445
O3,LGBM_REGRESSION,2022,SECTOR_RELATIVE,40,715,2021-11-02,3,186,0.1924055890903292,0.19937590014402304,1.0,0.7189883930582729,0.18074237381512392,0.04704163436746989
O3,LGBM_REGRESSION,2022,SECTOR_RELATIVE,60,659,2021-11-30,3,186,0.17160938103314974,0.1304817455549793,0.6666666666666666,0.6294766528817356,0.06774076803682255,0.043310091456942944
O3,LGBM_REGRESSION,2022,BETA_RESIDUAL,20,777,2021-12-28,4,252,0.17442528797272727,0.13929719376237576,0.75,0.6688204646030174,0.03294166267898455,0.033870248315460004
O3,LGBM_REGRESSION,2022,BETA_RESIDUAL,40,715,2021-11-02,3,186,0.19607761296979434,0.2176715754376216,1.0,0.7404953740906816,0.1637902152357695,0.04788238619821802
O3,LGBM_REGRESSION,2022,BETA_RESIDUAL,60,659,2021-11-30,3,186,0.16787337035904273,0.15959195929935588,0.6666666666666666,0.6509658467209186,0.03964386422597491,0.04916452091515163
O3,LGBM_REGRESSION,2022,VOL_SCALED,20,777,2021-12-28,4,252,0.198509186745664,0.14189932567917068,1.0,0.6158070598080332,0.10225463700265898,1.236208747785283
O3,LGBM_REGRESSION,2022,VOL_SCALED,40,715,2021-11-02,3,186,0.11966297860527653,0.2212620523791721,0.6666666666666666,0.5869024343805765,0.03719021116015627,1.5610395341833139
O3,LGBM_REGRESSION,2022,VOL_SCALED,60,659,2021-11-30,3,186,0.17512892903902524,0.13738809019150808,1.0,0.7460767046106964,0.054736598911888444,1.7777238954308192
O3,LGBM_REGRESSION,2023,RAW,20,1029,2022-12-09,4,263,-0.02994950232071143,0.01858782238133546,0.5,0.5120007898275422,-0.03377096880584558,0.05813691843636395
O3,LGBM_REGRESSION,2023,RAW,40,962,2022-10-14,4,263,-0.046323671561458744,-0.04720866151473532,0.25,0.5123000283254365,-0.0014556105704546102,0.07538515639229854
O3,LGBM_REGRESSION,2023,RAW,60,906,2022-11-11,3,196,-0.011301633788801875,0.006824780766469635,0.6666666666666666,0.4519736427718682,0.13915679081769294,0.10653383626940373
O3,LGBM_REGRESSION,2023,SECTOR_RELATIVE,20,1029,2022-12-09,4,263,0.030933948433628587,0.003989702753023701,0.75,0.5204403611516097,-0.00446596576346467,0.03200715799481068
O3,LGBM_REGRESSION,2023,SECTOR_RELATIVE,40,962,2022-10-14,4,263,-0.0476967131576563,-0.048278814884649426,0.5,0.49173555575766936,0.006371469732123665,0.055613921192616655
O3,LGBM_REGRESSION,2023,SECTOR_RELATIVE,60,906,2022-11-11,3,196,-0.10008998160148215,-0.04841349035985409,0.3333333333333333,0.5077625719799918,0.08605947200560082,0.07202701522037197
O3,LGBM_REGRESSION,2023,BETA_RESIDUAL,20,1029,2022-12-09,4,263,0.06092922010752281,0.01932724664198365,0.75,0.5118459002803601,-0.00767665876827117,0.03648002083058564
O3,LGBM_REGRESSION,2023,BETA_RESIDUAL,40,962,2022-10-14,4,263,-0.005932729592637916,-0.03934219478379364,0.25,0.5068081167385969,-0.0005193925326604579,0.06540900195597962
O3,LGBM_REGRESSION,2023,BETA_RESIDUAL,60,906,2022-11-11,3,196,-0.06088736342204026,-0.05662392301753367,0.3333333333333333,0.47231732403134513,0.14866619111946655,0.10039223380077816
O3,LGBM_REGRESSION,2023,VOL_SCALED,20,1029,2022-12-09,4,263,-0.014010027462503821,0.02024435971168171,0.75,0.5214107249669939,-0.039139025632523444,1.6921426937228263
O3,LGBM_REGRESSION,2023,VOL_SCALED,40,962,2022-10-14,4,263,0.0011957293751263462,0.03605268344285645,0.75,0.4993521204816811,0.0500879046108777,1.9938578559453686
O3,LGBM_REGRESSION,2023,VOL_SCALED,60,906,2022-11-11,3,196,0.007888843431245095,0.016160182380921005,0.6666666666666666,0.4461410912041295,0.01493692534413866,3.1375386130497973
O3,LAMBDAMART,2022,RAW,20,777,2021-12-28,4,252,0.21815716889131342,0.1809981048863305,1.0,0.6873906947395978,0.08770346915450797,0.420188571875181
O3,LAMBDAMART,2022,RAW,40,715,2021-11-02,3,186,0.11050241246668883,0.04656298003072197,1.0,0.6455759501203243,0.07940720547320293,0.6128974754108039
O3,LAMBDAMART,2022,RAW,60,659,2021-11-30,3,186,0.13712005406147085,0.06482892700312028,0.6666666666666666,0.6295616208792961,0.005713689050083182,0.5991471197712823
O3,LAMBDAMART,2022,SECTOR_RELATIVE,20,777,2021-12-28,4,252,0.20692931630127054,0.2318161959775571,0.75,0.6536475612051609,0.07935800773941458,0.3810915864211837
O3,LAMBDAMART,2022,SECTOR_RELATIVE,40,715,2021-11-02,3,186,0.09815895696663744,-0.0027603422842321684,0.3333333333333333,0.6046643129722123,0.036255480131112794,0.52901209117477
O3,LAMBDAMART,2022,SECTOR_RELATIVE,60,659,2021-11-30,3,186,0.0956066956322902,0.011089375089697928,0.6666666666666666,0.6021201683876655,0.025844155010857944,0.5800924312897454
O3,LAMBDAMART,2022,BETA_RESIDUAL,20,777,2021-12-28,4,252,0.15932128366696663,0.12941153396190616,1.0,0.7196359359700444,0.0690094144750317,0.33931203658112574
O3,LAMBDAMART,2022,BETA_RESIDUAL,40,715,2021-11-02,3,186,0.10741535641024758,0.06818918238277108,1.0,0.6531765591691838,0.06813886002080247,0.6354597875103822
O3,LAMBDAMART,2022,BETA_RESIDUAL,60,659,2021-11-30,3,186,0.12029300487193827,0.054724159040027476,0.6666666666666666,0.6573672907349309,0.10820559217533705,0.5947288695738381
O3,LAMBDAMART,2022,VOL_SCALED,20,777,2021-12-28,4,252,0.1905502319250803,0.24004368460675163,0.75,0.6667510771284004,0.030910670540168016,0.3095242152725963
O3,LAMBDAMART,2022,VOL_SCALED,40,715,2021-11-02,3,186,0.048744141306994705,0.046094013908139386,0.6666666666666666,0.6097528326093311,0.04799075531003478,0.5647673322172283
O3,LAMBDAMART,2022,VOL_SCALED,60,659,2021-11-30,3,186,0.1645701834895018,0.08035714285714286,1.0,0.6694437305703974,0.17792315093400912,0.5259208995670612
O3,LAMBDAMART,2023,RAW,20,1029,2022-12-09,4,263,-0.05679537466115049,-0.0635779231737182,0.5,0.45848348649413495,-0.07381661949775767,0.3823970283445882
O3,LAMBDAMART,2023,RAW,40,962,2022-10-14,4,263,-0.09229711018230324,-0.13072014890167927,0.25,0.4604735461907896,-0.0011174452460813722,0.40360970339566826
O3,LAMBDAMART,2023,RAW,60,906,2022-11-11,3,196,-0.11146256240834318,0.01720304409505883,0.6666666666666666,0.45102046335436735,-0.08414370283343814,0.37543356165298875
O3,LAMBDAMART,2023,SECTOR_RELATIVE,20,1029,2022-12-09,4,263,-0.03637219400857426,-0.03677992180059192,0.25,0.47649681874690736,-0.06998787557009435,0.3581258125760557
O3,LAMBDAMART,2023,SECTOR_RELATIVE,40,962,2022-10-14,4,263,-0.12714318627599921,-0.12349307596761,0.5,0.38173201347328856,-0.11243694845972184,0.3851005894351796
O3,LAMBDAMART,2023,SECTOR_RELATIVE,60,906,2022-11-11,3,196,-0.15765157722593418,-0.03501080402510645,0.3333333333333333,0.43667766021839816,-0.16861765241267782,0.39422581899600057
O3,LAMBDAMART,2023,BETA_RESIDUAL,20,1029,2022-12-09,4,263,-0.0657205521268593,-0.04295448236116705,0.5,0.5070802200133192,-0.06631086875330594,0.33315807798691194
O3,LAMBDAMART,2023,BETA_RESIDUAL,40,962,2022-10-14,4,263,-0.09027184521697014,-0.11969120245010705,0.25,0.4968530691716517,0.009239810768219107,0.3871955489600252
O3,LAMBDAMART,2023,BETA_RESIDUAL,60,906,2022-11-11,3,196,-0.1038552193588446,0.02991742984007196,0.6666666666666666,0.4537404863297685,0.08807836798651174,0.3283246326398736
O3,LAMBDAMART,2023,VOL_SCALED,20,1029,2022-12-09,4,263,0.02904046088982604,0.01976578058151464,0.5,0.5307295050310933,-0.05227638093377742,0.32099047079829146
O3,LAMBDAMART,2023,VOL_SCALED,40,962,2022-10-14,4,263,-0.024749118081768082,-0.014496647154456609,0.5,0.45175681891147146,-0.003084356488335469,0.3896917448562589
