observation_id,ticker,financial_period,field,xbrl_code,first_published_value_try,latest_recovered_value_try,published_comparative_value_try,local_stored_value_try,missing_official,missing_local,local_basis_classification
LOGO.IS:2023Q4,LOGO.IS,2023Q4,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-165444000.0,-165444000.0,-573729000.0,,False,True,UNKNOWN
LOGO.IS:2023Q4,LOGO.IS,2023Q4,fcf,DERIVED_CFO_PLUS_INVESTING_CF,-33012000.0,-33012000.0,,28735000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
LOGO.IS:2024Q2,LOGO.IS,2024Q2,revenue,ifrs-full_Revenue,2276901000.0,2276901000.0,1918058000.0,2222164000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
LOGO.IS:2024Q2,LOGO.IS,2024Q2,operating_profit,ifrs-full_ProfitLossFromOperatingActivities,539142000.0,539142000.0,410263000.0,660273000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
LOGO.IS:2024Q2,LOGO.IS,2024Q2,ebitda,,,,,935904000.0,True,False,UNKNOWN
LOGO.IS:2024Q2,LOGO.IS,2024Q2,net_income,ifrs-full_ProfitLoss,194356000.0,194356000.0,290543000.0,262477000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
LOGO.IS:2024Q2,LOGO.IS,2024Q2,equity,ifrs-full_Equity,2461655000.0,2461655000.0,2872318000.0,2461655000.0,False,False,MATCHES_FIRST_AND_LATEST
LOGO.IS:2024Q2,LOGO.IS,2024Q2,cfo,ifrs-full_CashFlowsFromUsedInOperatingActivities,49788000.0,49788000.0,-130287000.0,890740000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
LOGO.IS:2024Q2,LOGO.IS,2024Q2,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-11485000.0,-11485000.0,-461477000.0,,False,True,UNKNOWN
LOGO.IS:2024Q2,LOGO.IS,2024Q2,fcf,DERIVED_CFO_PLUS_INVESTING_CF,38303000.0,38303000.0,,808431000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
ISCTR.IS:2022Q1,ISCTR.IS,2022Q1,revenue,,,,,14803676589.0,True,False,UNKNOWN
ISCTR.IS:2022Q1,ISCTR.IS,2022Q1,operating_profit,ifrs-full_ProfitLossFromOperatingActivities,8995831000.0,8995831000.0,747475000.0,14803676589.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
ISCTR.IS:2022Q1,ISCTR.IS,2022Q1,ebitda,,,,,,True,True,UNKNOWN
ISCTR.IS:2022Q1,ISCTR.IS,2022Q1,net_income,ifrs-full_ProfitLoss,8431886000.0,8431886000.0,1853700000.0,8431860704.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
ISCTR.IS:2022Q1,ISCTR.IS,2022Q1,equity,ifrs-full_Equity,112011422000.0,112011422000.0,-3631756000.0,108379340861.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
ISCTR.IS:2022Q1,ISCTR.IS,2022Q1,cfo,,,,,,True,True,UNKNOWN
ISCTR.IS:2022Q1,ISCTR.IS,2022Q1,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-9764821000.0,-9764821000.0,2850401000.0,,False,True,UNKNOWN
ISCTR.IS:2022Q1,ISCTR.IS,2022Q1,fcf,,,,,,True,True,UNKNOWN
ISCTR.IS:2023Q4,ISCTR.IS,2023Q4,revenue,,,,,149492355609.0,True,False,UNKNOWN
ISCTR.IS:2023Q4,ISCTR.IS,2023Q4,operating_profit,ifrs-full_ProfitLossFromOperatingActivities,43086474000.0,43086474000.0,52158374000.0,149492355609.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
ISCTR.IS:2023Q4,ISCTR.IS,2023Q4,ebitda,,,,,,True,True,UNKNOWN
ISCTR.IS:2023Q4,ISCTR.IS,2023Q4,net_income,ifrs-full_ProfitLoss,72264798000.0,72264798000.0,61537880000.0,72264711282.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
ISCTR.IS:2023Q4,ISCTR.IS,2023Q4,equity,ifrs-full_Equity,269335765000.0,269335765000.0,-1538281000.0,267797162643.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
ISCTR.IS:2023Q4,ISCTR.IS,2023Q4,cfo,,,,,,True,True,UNKNOWN
ISCTR.IS:2023Q4,ISCTR.IS,2023Q4,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-173244562000.0,-173244562000.0,-75342524000.0,,False,True,UNKNOWN
ISCTR.IS:2023Q4,ISCTR.IS,2023Q4,fcf,,,,,,True,True,UNKNOWN
ISCTR.IS:2024Q3,ISCTR.IS,2024Q3,revenue,,,,,248332777000.0,True,False,UNKNOWN
ISCTR.IS:2024Q3,ISCTR.IS,2024Q3,operating_profit,ifrs-full_ProfitLossFromOperatingActivities,575773000.0,575773000.0,37991934000.0,248332777000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
ISCTR.IS:2024Q3,ISCTR.IS,2024Q3,ebitda,,,,,,True,True,UNKNOWN
ISCTR.IS:2024Q3,ISCTR.IS,2024Q3,net_income,ifrs-full_ProfitLoss,34684797000.0,34684797000.0,52045550000.0,34684755378.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
ISCTR.IS:2024Q3,ISCTR.IS,2024Q3,equity,ifrs-full_Equity,289321695000.0,289321695000.0,1231880000.0,290553226336.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
ISCTR.IS:2024Q3,ISCTR.IS,2024Q3,cfo,,,,,,True,True,UNKNOWN
ISCTR.IS:2024Q3,ISCTR.IS,2024Q3,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-129199603000.0,-129199603000.0,-130206578000.0,,False,True,UNKNOWN
ISCTR.IS:2024Q3,ISCTR.IS,2024Q3,fcf,,,,,,True,True,UNKNOWN
AKBNK.IS:2022Q3,AKBNK.IS,2022Q3,revenue,,,,,46711235000.0,True,False,UNKNOWN
AKBNK.IS:2022Q3,AKBNK.IS,2022Q3,operating_profit,ifrs-full_ProfitLossFromOperatingActivities,48403696000.0,48403696000.0,8524848000.0,46711235000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
AKBNK.IS:2022Q3,AKBNK.IS,2022Q3,ebitda,,,,,,True,True,UNKNOWN
AKBNK.IS:2022Q3,AKBNK.IS,2022Q3,net_income,ifrs-full_ProfitLoss,38223316000.0,38223316000.0,7342714000.0,38223316000.0,False,False,MATCHES_FIRST_AND_LATEST
AKBNK.IS:2022Q3,AKBNK.IS,2022Q3,equity,ifrs-full_Equity,138004482000.0,138004482000.0,-11806189000.0,126198293000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
AKBNK.IS:2022Q3,AKBNK.IS,2022Q3,cfo,,,,,,True,True,UNKNOWN
AKBNK.IS:2022Q3,AKBNK.IS,2022Q3,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-40122728000.0,-40122728000.0,-21915100000.0,,False,True,UNKNOWN
AKBNK.IS:2022Q3,AKBNK.IS,2022Q3,fcf,,,,,,True,True,UNKNOWN
AKBNK.IS:2023Q4,AKBNK.IS,2023Q4,revenue,,,,,124974756000.0,True,False,UNKNOWN
AKBNK.IS:2023Q4,AKBNK.IS,2023Q4,operating_profit,ifrs-full_ProfitLossFromOperatingActivities,77146484000.0,77146484000.0,76186667000.0,124974756000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
AKBNK.IS:2023Q4,AKBNK.IS,2023Q4,ebitda,,,,,,True,True,UNKNOWN
AKBNK.IS:2023Q4,AKBNK.IS,2023Q4,net_income,ifrs-full_ProfitLoss,66478940000.0,66478940000.0,60024084000.0,66478940000.0,False,False,MATCHES_FIRST_AND_LATEST
AKBNK.IS:2023Q4,AKBNK.IS,2023Q4,equity,ifrs-full_Equity,223315430000.0,223315430000.0,-12120003000.0,211195427000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
AKBNK.IS:2023Q4,AKBNK.IS,2023Q4,cfo,,,,,,True,True,UNKNOWN
AKBNK.IS:2023Q4,AKBNK.IS,2023Q4,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-168640152000.0,-168640152000.0,-52054063000.0,,False,True,UNKNOWN
AKBNK.IS:2023Q4,AKBNK.IS,2023Q4,fcf,,,,,,True,True,UNKNOWN
AKBNK.IS:2024Q2,AKBNK.IS,2024Q2,revenue,,,,,130278691000.0,True,False,UNKNOWN
AKBNK.IS:2024Q2,AKBNK.IS,2024Q2,operating_profit,ifrs-full_ProfitLossFromOperatingActivities,23228216000.0,23228216000.0,34555103000.0,130278691000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
AKBNK.IS:2024Q2,AKBNK.IS,2024Q2,ebitda,,,,,,True,True,UNKNOWN
AKBNK.IS:2024Q2,AKBNK.IS,2024Q2,net_income,ifrs-full_ProfitLoss,24108123000.0,24108123000.0,31012976000.0,24108123000.0,False,False,MATCHES_FIRST_AND_LATEST
AKBNK.IS:2024Q2,AKBNK.IS,2024Q2,equity,ifrs-full_Equity,235111715000.0,235111715000.0,-14018517000.0,221093198000.0,False,False,DIFFERS_FROM_FIRST_AND_LATEST_EQUAL
AKBNK.IS:2024Q2,AKBNK.IS,2024Q2,cfo,,,,,,True,True,UNKNOWN
AKBNK.IS:2024Q2,AKBNK.IS,2024Q2,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-90313231000.0,-90313231000.0,-95235894000.0,,False,True,UNKNOWN
AKBNK.IS:2024Q2,AKBNK.IS,2024Q2,fcf,,,,,,True,True,UNKNOWN
ANSGR.IS:2022Q1,ANSGR.IS,2022Q1,revenue,,,,,1914211228.0,True,False,UNKNOWN
ANSGR.IS:2022Q1,ANSGR.IS,2022Q1,operating_profit,,,,,1914211228.0,True,False,UNKNOWN
ANSGR.IS:2022Q1,ANSGR.IS,2022Q1,ebitda,,,,,,True,True,UNKNOWN
ANSGR.IS:2022Q1,ANSGR.IS,2022Q1,net_income,ifrs-full_ProfitLoss,196686770.0,196686770.0,165636222.0,196686770.0,False,False,MATCHES_FIRST_AND_LATEST
ANSGR.IS:2022Q1,ANSGR.IS,2022Q1,equity,ifrs-full_Equity,3946069987.0,3946069987.0,3203552196.0,3946069987.0,False,False,MATCHES_FIRST_AND_LATEST
ANSGR.IS:2022Q1,ANSGR.IS,2022Q1,cfo,ifrs-full_CashFlowsFromUsedInOperatingActivities,30615613.0,30615613.0,409856837.0,,False,True,UNKNOWN
ANSGR.IS:2022Q1,ANSGR.IS,2022Q1,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-474693422.0,-474693422.0,-357371878.0,,False,True,UNKNOWN
ANSGR.IS:2022Q1,ANSGR.IS,2022Q1,fcf,DERIVED_CFO_PLUS_INVESTING_CF,-444077809.0,-444077809.0,,,False,True,UNKNOWN
ANSGR.IS:2023Q4,ANSGR.IS,2023Q4,revenue,,,,,23246572202.0,True,False,UNKNOWN
ANSGR.IS:2023Q4,ANSGR.IS,2023Q4,operating_profit,,,,,23246572202.0,True,False,UNKNOWN
ANSGR.IS:2023Q4,ANSGR.IS,2023Q4,ebitda,,,,,,True,True,UNKNOWN
ANSGR.IS:2023Q4,ANSGR.IS,2023Q4,net_income,ifrs-full_ProfitLoss,5909396707.0,5909396707.0,1133201306.0,5909396707.0,False,False,MATCHES_FIRST_AND_LATEST
ANSGR.IS:2023Q4,ANSGR.IS,2023Q4,equity,ifrs-full_Equity,14203844032.0,14203844032.0,6048456902.0,14203844032.0,False,False,MATCHES_FIRST_AND_LATEST
ANSGR.IS:2023Q4,ANSGR.IS,2023Q4,cfo,ifrs-full_CashFlowsFromUsedInOperatingActivities,2787153931.0,2787153931.0,2318280318.0,,False,True,UNKNOWN
ANSGR.IS:2023Q4,ANSGR.IS,2023Q4,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-2057061126.0,-2057061126.0,2586368985.0,,False,True,UNKNOWN
ANSGR.IS:2023Q4,ANSGR.IS,2023Q4,fcf,DERIVED_CFO_PLUS_INVESTING_CF,730092805.0,730092805.0,,,False,True,UNKNOWN
ANSGR.IS:2024Q3,ANSGR.IS,2024Q3,revenue,,,,,29538533392.0,True,False,UNKNOWN
ANSGR.IS:2024Q3,ANSGR.IS,2024Q3,operating_profit,,,,,29538533392.0,True,False,UNKNOWN
ANSGR.IS:2024Q3,ANSGR.IS,2024Q3,ebitda,,,,,,True,True,UNKNOWN
ANSGR.IS:2024Q3,ANSGR.IS,2024Q3,net_income,ifrs-full_ProfitLoss,7879164434.0,7879164434.0,5423053452.0,7879164434.0,False,False,MATCHES_FIRST_AND_LATEST
ANSGR.IS:2024Q3,ANSGR.IS,2024Q3,equity,ifrs-full_Equity,27675396621.0,27675396621.0,14203844032.0,27675396621.0,False,False,MATCHES_FIRST_AND_LATEST
ANSGR.IS:2024Q3,ANSGR.IS,2024Q3,cfo,ifrs-full_CashFlowsFromUsedInOperatingActivities,6068481795.0,6068481795.0,1778999428.0,,False,True,UNKNOWN
ANSGR.IS:2024Q3,ANSGR.IS,2024Q3,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-3223622633.0,-3223622633.0,-2604058145.0,,False,True,UNKNOWN
ANSGR.IS:2024Q3,ANSGR.IS,2024Q3,fcf,DERIVED_CFO_PLUS_INVESTING_CF,2844859162.0,2844859162.0,,,False,True,UNKNOWN
TURSG.IS:2022Q3,TURSG.IS,2022Q3,revenue,,,,,4701809229.0,True,False,UNKNOWN
TURSG.IS:2022Q3,TURSG.IS,2022Q3,operating_profit,,,,,4701809229.0,True,False,UNKNOWN
TURSG.IS:2022Q3,TURSG.IS,2022Q3,ebitda,,,,,,True,True,UNKNOWN
TURSG.IS:2022Q3,TURSG.IS,2022Q3,net_income,ifrs-full_ProfitLoss,517588747.0,517588747.0,783936943.0,517588747.0,False,False,MATCHES_FIRST_AND_LATEST
TURSG.IS:2022Q3,TURSG.IS,2022Q3,equity,ifrs-full_Equity,4362053239.0,4362053239.0,4220065907.0,4362053239.0,False,False,MATCHES_FIRST_AND_LATEST
TURSG.IS:2022Q3,TURSG.IS,2022Q3,cfo,ifrs-full_CashFlowsFromUsedInOperatingActivities,2017064103.0,2017064103.0,104205683.0,,False,True,UNKNOWN
TURSG.IS:2022Q3,TURSG.IS,2022Q3,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-2252294421.0,-2252294421.0,-120913444.0,,False,True,UNKNOWN
TURSG.IS:2022Q3,TURSG.IS,2022Q3,fcf,DERIVED_CFO_PLUS_INVESTING_CF,-235230318.0,-235230318.0,,,False,True,UNKNOWN
TURSG.IS:2023Q4,TURSG.IS,2023Q4,revenue,,,,,20257540273.0,True,False,UNKNOWN
TURSG.IS:2023Q4,TURSG.IS,2023Q4,operating_profit,,,,,20257540273.0,True,False,UNKNOWN
TURSG.IS:2023Q4,TURSG.IS,2023Q4,ebitda,,,,,,True,True,UNKNOWN
TURSG.IS:2023Q4,TURSG.IS,2023Q4,net_income,ifrs-full_ProfitLoss,6155335809.0,6155335809.0,941403358.0,6155335809.0,False,False,MATCHES_FIRST_AND_LATEST
TURSG.IS:2023Q4,TURSG.IS,2023Q4,equity,ifrs-full_Equity,15425582306.0,15425582306.0,6420726465.0,15425582306.0,False,False,MATCHES_FIRST_AND_LATEST
TURSG.IS:2023Q4,TURSG.IS,2023Q4,cfo,ifrs-full_CashFlowsFromUsedInOperatingActivities,7060073871.0,7060073871.0,4037699946.0,,False,True,UNKNOWN
TURSG.IS:2023Q4,TURSG.IS,2023Q4,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,-1947796734.0,-1947796734.0,-3432106941.0,,False,True,UNKNOWN
TURSG.IS:2023Q4,TURSG.IS,2023Q4,fcf,DERIVED_CFO_PLUS_INVESTING_CF,5112277137.0,5112277137.0,,,False,True,UNKNOWN
TURSG.IS:2024Q2,TURSG.IS,2024Q2,revenue,,,,,19554356663.0,True,False,UNKNOWN
TURSG.IS:2024Q2,TURSG.IS,2024Q2,operating_profit,,,,,19554356663.0,True,False,UNKNOWN
TURSG.IS:2024Q2,TURSG.IS,2024Q2,ebitda,,,,,,True,True,UNKNOWN
TURSG.IS:2024Q2,TURSG.IS,2024Q2,net_income,ifrs-full_ProfitLoss,6569089716.0,6569089716.0,2869900152.0,6569089716.0,False,False,MATCHES_FIRST_AND_LATEST
TURSG.IS:2024Q2,TURSG.IS,2024Q2,equity,ifrs-full_Equity,21025768036.0,21025768036.0,15425582306.0,21025768036.0,False,False,MATCHES_FIRST_AND_LATEST
TURSG.IS:2024Q2,TURSG.IS,2024Q2,cfo,ifrs-full_CashFlowsFromUsedInOperatingActivities,-2584940211.0,-2584940211.0,-575792458.0,,False,True,UNKNOWN
TURSG.IS:2024Q2,TURSG.IS,2024Q2,investing_cash_flow,ifrs-full_CashFlowsFromUsedInInvestingActivities,2562595622.0,2562595622.0,868321858.0,,False,True,UNKNOWN
TURSG.IS:2024Q2,TURSG.IS,2024Q2,fcf,DERIVED_CFO_PLUS_INVESTING_CF,-22344589.0,-22344589.0,,,False,True,UNKNOWN
