architecture,top1_abs_pnl_share,top3_abs_pnl_share,top5_abs_pnl_share,top10_abs_pnl_share,stock_pnl_hhi,largest_sector_abs_pnl_share,largest_sector
LAMBDAMART,0.08219698882137279,0.18586672577026037,0.27503878600917003,0.47300502791503585,0.033899502951019435,0.6974104838697154,XUSIN.IS
LGBM_REGRESSION,0.15432728143885666,0.2967305654128192,0.3962602992861531,0.5748817189129407,0.05200727883306838,0.43588928064018134,XU100.IS
