architecture,omitted_outer_period,mean_rank_ic,mean_net_return,mean_sharpe,worst_maxdd
LAMBDAMART,O1,0.029848029537044785,0.32137918255374265,1.754446707443283,-0.30367719010744687
LAMBDAMART,O2,0.06502786819309318,0.7534307626457609,3.0627248534120235,-0.1497291314952207
LAMBDAMART,O3,0.04091032156329342,0.8041769692903259,2.936041179969099,-0.30367719010744687
LAMBDAMART,O4,0.002502010624697675,0.8667240826281596,2.763460354366977,-0.30367719010744687
LGBM_REGRESSION,O1,-0.008675269578018058,0.37781385197077455,1.2228484487292168,-0.27184613536277114
LGBM_REGRESSION,O2,0.0466536138108937,0.6554798614038629,2.142899012952179,-0.17472831309868808
LGBM_REGRESSION,O3,0.043945331112262676,0.9105295725649442,2.536403654317146,-0.27184613536277114
LGBM_REGRESSION,O4,0.011713494526084028,0.9628203084612593,2.6605486199563964,-0.27184613536277114
