date,equity_before_terminal_liquidation,equity,positions,terminal_liquidation_cost
2020-01-08,1.0,1.0,0,
2020-01-09,1.0199246855548163,1.0199246855548163,10,
2020-01-10,1.03259127037962,1.03259127037962,10,
2020-01-13,1.0563878439402294,1.0563878439402294,10,
2020-01-14,1.068569543474383,1.068569543474383,10,
2020-01-15,1.0677267727452762,1.0677267727452762,10,
2020-01-16,1.0525723258637891,1.0525723258637891,10,
2020-01-17,1.0548728561015623,1.0548728561015623,10,
2020-01-20,1.0674235306108681,1.0674235306108681,10,
2020-01-21,1.0804318291748554,1.0804318291748554,10,
2020-01-22,1.0821129821251094,1.0821129821251094,10,
2020-01-23,1.094541536564411,1.094541536564411,10,
2020-01-24,1.108896405361402,1.108896405361402,10,
2020-01-27,1.1124421536066829,1.1124421536066829,10,
2020-01-28,1.1161366007548448,1.1161366007548448,10,
2020-01-29,1.112342384384846,1.112342384384846,10,
2020-01-30,1.107706302718342,1.107706302718342,10,
2020-01-31,1.1056869469434263,1.1056869469434263,10,
2020-02-03,1.1137017160842833,1.1137017160842833,10,
2020-02-04,1.1406530033374405,1.1406530033374405,10,
2020-02-05,1.1504532338121127,1.1504532338121127,10,
2020-02-06,1.1598265244540764,1.1598265244540764,10,
2020-02-07,1.1571319017178816,1.1571319017178816,10,
2020-02-10,1.1341416728260607,1.1341416728260607,10,
2020-02-11,1.1497995981012057,1.1497995981012057,10,
2020-02-12,1.1745307720219311,1.1745307720219311,10,
2020-02-13,1.2122350265299857,1.2122350265299857,10,
2020-02-14,1.2059553755324788,1.2059553755324788,10,
2020-02-17,1.2464877476997247,1.2464877476997247,10,
2020-02-18,1.2334497897673322,1.2334497897673322,10,
2020-02-19,1.2060924706429414,1.2060924706429414,10,
2020-02-20,1.1699841487769902,1.1699841487769902,10,
2020-02-21,1.207206835103483,1.207206835103483,10,
2020-02-24,1.2033507655013695,1.2033507655013695,10,
2020-02-25,1.217752748496745,1.217752748496745,10,
2020-02-26,1.2048686040411618,1.2048686040411618,10,
2020-02-27,1.144899781661184,1.144899781661184,10,
2020-02-28,1.0993738828500101,1.0993738828500101,10,
2020-03-02,1.1358973533868444,1.1358973533868444,10,
2020-03-03,1.160008299886939,1.160008299886939,10,
2020-03-04,1.139398925475392,1.139398925475392,10,
2020-03-05,1.1461011905781253,1.1461011905781253,10,
2020-03-06,1.1039248881954722,1.1039248881954722,10,
2020-03-09,1.0209783046350076,1.0209783046350076,10,
2020-03-10,0.9796399788744488,0.9796399788744488,10,
2020-03-11,0.9796399788744488,0.9796399788744488,10,
2020-03-12,0.9123197782014115,0.9123197782014115,10,
2020-03-13,0.9242757277531773,0.9242757277531773,10,
2020-03-16,0.8355162208031621,0.8355162208031621,10,
2020-03-17,0.7900275102488425,0.7900275102488425,10,
2020-03-18,0.7750383567566312,0.7750383567566312,10,
2020-03-19,0.7550587911646959,0.7550587911646959,10,
2020-03-20,0.7940732494729565,0.7940732494729565,10,
2020-03-23,0.8171044829696942,0.8171044829696942,10,
2020-03-24,0.8878249111730215,0.8878249111730215,10,
2020-03-25,0.9297871230581864,0.9297871230581864,10,
2020-03-26,0.9566565635942,0.9566565635942,10,
2020-03-27,0.9192886790229248,0.9192886790229248,10,
2020-03-30,0.895122334519151,0.895122334519151,10,
2020-03-31,0.9270283666980601,0.9270283666980601,10,
2020-04-01,0.9070826946842254,0.9070826946842254,10,
2020-04-02,0.8988572644917053,0.8988572644917053,10,
2020-04-03,0.8919561061700498,0.8919561061700498,10,
2020-04-06,0.9339563743974937,0.9339563743974937,10,
2020-04-07,0.9415596323129245,0.9415596323129245,10,
2020-04-08,0.9589875811039928,0.9589875811039928,10,
2020-04-09,0.990567485655125,0.990567485655125,10,
2020-04-10,1.012743577984484,1.012743577984484,10,
2020-04-13,1.034191602276987,1.034191602276987,10,
2020-04-14,1.0592392412340157,1.0592392412340157,10,
2020-04-15,1.0097723225565225,1.0097723225565225,10,
2020-04-16,1.0109933803640654,1.0109933803640654,10,
2020-04-17,1.039337585434185,1.039337585434185,10,
2020-04-20,1.064524310698651,1.064524310698651,10,
2020-04-21,1.0781860905239002,1.0781860905239002,10,
2020-04-22,1.1002116147167882,1.1002116147167882,10,
2020-04-24,1.1107914334172022,1.1107914334172022,10,
2020-04-27,1.153229982183393,1.153229982183393,10,
2020-04-28,1.1508062852969303,1.1508062852969303,10,
2020-04-29,1.186977937037842,1.186977937037842,10,
2020-04-30,1.1836531374943875,1.1836531374943875,10,
2020-05-04,1.1622387694242085,1.1622387694242085,10,
2020-05-05,1.1662395277540771,1.1662395277540771,10,
2020-05-06,1.1669259062801653,1.1669259062801653,10,
2020-05-07,1.1668856652754733,1.1668856652754733,10,
2020-05-08,1.1492154589212886,1.1492154589212886,10,
2020-05-11,1.1517655300384093,1.1517655300384093,10,
2020-05-12,1.1689385452685204,1.1689385452685204,10,
2020-05-13,1.1834461265875553,1.1834461265875553,10,
2020-05-14,1.1757921113722958,1.1757921113722958,10,
2020-05-15,1.1957684083617293,1.1957684083617293,10,
2020-05-18,1.228546801195323,1.228546801195323,10,
2020-05-20,1.2430965065039015,1.2430965065039015,10,
2020-05-21,1.2536185007691178,1.2536185007691178,10,
2020-05-22,1.2647091666504409,1.2647091666504409,10,
2020-05-27,1.2982873449058545,1.2982873449058545,10,
2020-05-28,1.2923867626423164,1.2923867626423164,10,
2020-05-29,1.3067437257983991,1.3067437257983991,10,
2020-06-01,1.3476389669694593,1.3476389669694593,10,
2020-06-02,1.358173357385804,1.358173357385804,10,
2020-06-03,1.363346074876946,1.363346074876946,10,
2020-06-04,1.3605356676545777,1.3605356676545777,10,
2020-06-05,1.3565895084529533,1.3565895084529533,10,
2020-06-08,1.364095332523698,1.364095332523698,10,
2020-06-09,1.3628239398821234,1.3628239398821234,10,
2020-06-10,1.3948549549756537,1.3948549549756537,10,
2020-06-11,1.3958694729885912,1.3958694729885912,10,
