date,equity_before_terminal_liquidation,equity,positions,terminal_liquidation_cost
2020-01-08,1.0,1.0,0,
2020-01-09,1.0141705407610517,1.0141705407610517,60,
2020-01-10,1.0236610221541411,1.0236610221541411,60,
2020-01-13,1.0414982033038682,1.0414982033038682,60,
2020-01-14,1.059207370895003,1.059207370895003,60,
2020-01-15,1.0647804668676721,1.0647804668676721,60,
2020-01-16,1.058535582280779,1.058535582280779,60,
2020-01-17,1.060503503809893,1.060503503809893,60,
2020-01-20,1.0715734512579809,1.0715734512579809,60,
2020-01-21,1.0851696572406184,1.0851696572406184,60,
2020-01-22,1.07953667234302,1.07953667234302,60,
2020-01-23,1.0807598764129982,1.0807598764129982,60,
2020-01-24,1.0844526099760485,1.0844526099760485,60,
2020-01-27,1.0748960577913291,1.0748960577913291,60,
2020-01-28,1.0743150970351767,1.0743150970351767,60,
2020-01-29,1.0729683839318884,1.0729683839318884,60,
2020-01-30,1.0653934377477354,1.0653934377477354,60,
2020-01-31,1.0684639613353941,1.0684639613353941,60,
2020-02-03,1.069423136863884,1.069423136863884,60,
2020-02-04,1.0931913440718908,1.0931913440718908,60,
2020-02-05,1.0969859031790057,1.0969859031790057,60,
2020-02-06,1.0993624156582347,1.0993624156582347,60,
2020-02-07,1.0926280947151255,1.0926280947151255,60,
2020-02-10,1.0650846745756029,1.0650846745756029,60,
2020-02-11,1.0771030111074855,1.0771030111074855,60,
2020-02-12,1.088344897955696,1.088344897955696,60,
2020-02-13,1.099688678098405,1.099688678098405,60,
2020-02-14,1.0991788955733015,1.0991788955733015,60,
2020-02-17,1.112022213181404,1.112022213181404,60,
2020-02-18,1.0971711832543358,1.0971711832543358,60,
2020-02-19,1.0888163166163558,1.0888163166163558,60,
2020-02-20,1.048991673848397,1.048991673848397,60,
2020-02-21,1.0640527703099392,1.0640527703099392,60,
2020-02-24,1.0520362284951186,1.0520362284951186,60,
2020-02-25,1.054744523738643,1.054744523738643,60,
2020-02-26,1.0575626129903908,1.0575626129903908,60,
2020-02-27,1.0117386975835099,1.0117386975835099,60,
2020-02-28,0.9711344033167628,0.9711344033167628,60,
2020-03-02,0.9920850123897721,0.9920850123897721,60,
2020-03-03,1.017755820359915,1.017755820359915,60,
2020-03-04,1.010586332788514,1.010586332788514,60,
2020-03-05,1.016278005602288,1.016278005602288,60,
2020-03-06,0.9887981168498626,0.9887981168498626,60,
2020-03-09,0.9224367187629672,0.9224367187629672,60,
2020-03-10,0.8927341721435686,0.8927341721435686,60,
2020-03-11,0.8912489913556048,0.8912489913556048,60,
2020-03-12,0.8190466631606317,0.8190466631606317,60,
2020-03-13,0.8401645134146595,0.8401645134146595,60,
2020-03-16,0.7684326722575027,0.7684326722575027,60,
2020-03-17,0.7447160313059127,0.7447160313059127,60,
2020-03-18,0.7378815199724403,0.7378815199724403,60,
2020-03-19,0.7326998620913666,0.7326998620913666,60,
2020-03-20,0.7489114626852602,0.7489114626852602,60,
2020-03-23,0.7453774296534478,0.7453774296534478,60,
2020-03-24,0.7955250529584534,0.7955250529584534,60,
2020-03-25,0.8039704308858882,0.8039704308858882,60,
2020-03-26,0.8271248114360594,0.8271248114360594,60,
2020-03-27,0.8012093243924362,0.8012093243924362,60,
2020-03-30,0.7966123653639681,0.7966123653639681,60,
2020-03-31,0.8182029263247595,0.8182029263247595,60,
2020-04-01,0.8121972343534416,0.8121972343534416,60,
2020-04-02,0.8114449609526059,0.8114449609526059,60,
2020-04-03,0.8159499099861754,0.8159499099861754,60,
2020-04-06,0.8455778396689961,0.8455778396689961,60,
2020-04-07,0.8502830692476598,0.8502830692476598,60,
2020-04-08,0.8567997736940568,0.8567997736940568,60,
2020-04-09,0.8791791493997798,0.8791791493997798,60,
2020-04-10,0.8874394246492638,0.8874394246492638,60,
2020-04-13,0.8957264070755763,0.8957264070755763,60,
2020-04-14,0.9169105589203996,0.9169105589203996,60,
2020-04-15,0.8892232408101768,0.8892232408101768,60,
2020-04-16,0.8934792841731072,0.8934792841731072,60,
2020-04-17,0.9077628922379188,0.9077628922379188,60,
2020-04-20,0.9222109287351068,0.9222109287351068,60,
2020-04-21,0.9180288617071949,0.9180288617071949,60,
2020-04-22,0.9293896041600278,0.9293896041600278,60,
2020-04-24,0.935509357544442,0.935509357544442,60,
2020-04-27,0.9652476624239448,0.9652476624239448,60,
2020-04-28,0.9629730680143912,0.9629730680143912,60,
2020-04-29,0.9740688453666185,0.9740688453666185,60,
2020-04-30,0.968072173419117,0.968072173419117,60,
2020-05-04,0.9513386030098664,0.9513386030098664,60,
2020-05-05,0.9499580382537068,0.9499580382537068,60,
2020-05-06,0.948530616311943,0.948530616311943,60,
2020-05-07,0.9527986146130638,0.9527986146130638,60,
2020-05-08,0.9415376807459956,0.9415376807459956,60,
2020-05-11,0.9449438812299704,0.9449438812299704,60,
2020-05-12,0.9618604235833073,0.9618604235833073,60,
2020-05-13,0.9722426423030104,0.9722426423030104,60,
2020-05-14,0.9597017798837483,0.9597017798837483,60,
2020-05-15,0.9716849047010234,0.9716849047010234,60,
2020-05-18,0.9925421719209963,0.9925421719209963,60,
2020-05-20,1.0028966948727487,1.0028966948727487,60,
