architecture,omitted_sector,mean_rank_ic,mean_ndcg
LAMBDAMART,MINI_PERAKENDE,0.050123107506765734,0.5706993964401892
LAMBDAMART,XBANK.IS,0.043005584204030396,0.5648096333769073
LAMBDAMART,XU100.IS,0.030346846157291205,0.5879267746338926
LAMBDAMART,XUSIN.IS,-0.012688557604092253,0.5638073108262808
LGBM_REGRESSION,MINI_PERAKENDE,0.03335853883230569,0.5701761759210385
LGBM_REGRESSION,XBANK.IS,0.045770613565198896,0.5840921083129053
LGBM_REGRESSION,XU100.IS,0.0012500797142095902,0.5444952066648938
LGBM_REGRESSION,XUSIN.IS,-0.0411143519529974,0.6217485535122796
