architecture,mean_net_return_0bps,mean_net_return_30bps,mean_net_return_50bps,mean_net_return_100bps,mean_sharpe_50bps,worst_daily_maxdd_50bps,mean_turnover_50bps,worst_day_50bps
FACTOR_COMPOSITE,0.9115650440398808,0.8986200599649494,0.8900111514911193,0.8685626144896449,2.891875720223264,-0.30508857619868823,1.0963285464350971,-0.08821177566881322
RIDGE,1.1285978632655624,1.1153870036777775,1.106596609525142,1.084679552147495,2.340864679628999,-0.2795805419200549,1.0192792901919243,-0.09575002796447363
LGBM_REGRESSION,0.7711483112871265,0.7550959274010729,0.7444304131902364,0.7178927328260092,2.1525214613813453,-0.2742059400221395,1.329241932035247,-0.09031530004970922
LAMBDAMART,0.7277343469848114,0.7130727360802017,0.7033315439055574,0.6790899304545681,2.6412475341997936,-0.30631198976311336,1.2948247588533695,-0.09225350659610687
